CD_NOM;Nom scientifique;code_CATMINAT
84828;Astragalus danicus Retz., 1783;09/3.2
84831;Astragalus depressus L., 1756;09/1.0.2
84834;Astragalus echinatus Murray, 1770;13/4.0.3
84836;Astragalus exscapus L., 1771;09/3.1.4
84839;Astragalus frigidus (L.) A.Gray, 1864;11/7.
84842;Astragalus glaux L., 1753;09/10.0.1
84843;Astragalus glycyphyllos L., 1753;10/2.
621536;Astragalus greuteri Bacch. & Brullo, 2006;14/11.0.1.0.1
84846;Astragalus hamosus L., 1753;13/4.0.2
84852;Astragalus hypoglottis L., 1771;09/3.1.1.0.5
131914;Astragalus hypoglottis subsp. hypoglottis L., 1771;09/3.1.1.0.5
131913;Astragalus hypoglottis subsp. gremlii (Burnat) Greuter & Burdet, 1989;09/3.1.3.0.11
84853;Astragalus incanus L., 1759;09/3.1.1.0.6
131915;Astragalus incanus subsp. incanus L., 1759;09/3.1.1.0.6
84859;Astragalus leontinus Wulfen, 1781;09/3.1.1
84869;Astragalus monspessulanus L., 1753;09/3.1
131916;Astragalus monspessulanus subsp. monspessulanus L., 1753;09/3.1
84876;Astragalus onobrychis L., 1753;09/3.1.4
84882;Astragalus penduliflorus Lam., 1779;09/20.
84895;Astragalus scorpioides Pourr. ex Willd., 1802;13/31.0.2.0.1
84897;Astragalus sempervirens Lam., 1783;09/3.1.1.0.5
131928;Astragalus sempervirens subsp. sempervirens Lam., 1783;09/3.1.1.0.5
131926;Astragalus sempervirens subsp. catalaunicus (Braun-Blanq.) Laínz, 1969;09/20.0.1.0.6
84900;Astragalus sesameus L., 1753;08/71.
84904;Astragalus stella Gouan, 1773;08/71.0.2
84909;Astragalus terraccianoi Vals., 1994;08/16.0.2
84910;Astragalus tragacantha L., 1753;02/9.
84920;Astragalus vesicarius L., 1753;09/3.1.4.0.4
131930;Astragalus vesicarius subsp. vesicarius L., 1753;09/3.1.4.0.4
131929;Astragalus vesicarius subsp. pastellianus (Pollini) Arcang., 1882;09/3.1.4.0.4
86073;Biserrula pelecinus L., 1753;08/70.0.1.1.3
91136;Cicer arietinum L., 1753;13/4.0.2
92196;Colutea arborescens L., 1753;15/1.0.1.0.1
97084;Ervilia hirsuta (L.) Opiz, 1852;13/3.0.1.0.1
97085;Ervilia monanthos (L.) Opiz, 1852;13/3.0.2
97088;Ervilia sativa Link, 1822;13/3.0.2.0.7
97101;Ervum gracile (Loisel.) DC., 1813;08/71.
97116;Ervum pubescens DC., 1813;08/71.0.2
97128;Ervum tetraspermum L., 1753;13/3.0.1.0.1
99260;Galega officinalis L., 1753;05/2.0.2.0.1
100824;Hedysarum boutignyanum (A.Camus) Alleiz., 1928;09/20.
100825;Hedysarum boveanum Bunge ex Basiner, 1846;09/10.0.1
135158;Hedysarum boveanum subsp. europaeum Guitt. & Kerguélen, 1991;09/10.0.1
100827;Hedysarum brigantiacum Bourn., Chas & Kerguélen, 1992;09/20.
100839;Hedysarum hedysaroides (L.) Schinz & Thell., 1913;09/20.
105154;Lathyrus amphicarpos L., 1753;13/4.0.3.0.1
105159;Lathyrus angulatus L., 1753;08/70.0.1
105161;Lathyrus annuus L., 1753;13/3.0.2.0.3
105162;Lathyrus aphaca L., 1753;13/3.0.2.0.1
105168;Lathyrus bauhinii Genty, 1892;10/2.0.1.0.1
105175;Lathyrus cicera L., 1753;13/3.0.2.0.3
105177;Lathyrus cirrhosus Ser., 1825;13/8.0.1.0.2
105178;Lathyrus clymenum L., 1753;13/4.0.2
105189;Lathyrus filiformis (Lam.) J.Gay, 1857;10/2.0.1.0.1
105199;Lathyrus heterophyllus L., 1753;10/2.0.1.0.8
105201;Lathyrus hirsutus L., 1753;13/3.0.2
105204;Lathyrus inconspicuus L., 1753;13/3.0.2.0.3
611008;Lathyrus incurvus (Roth) Willd., 1802;10/2.0.1.0.8
105206;Lathyrus japonicus Willd., 1802;02/6.0.1.0.2
137118;Lathyrus japonicus subsp. maritimus (L.) P.W.Ball, 1968;02/6.0.1.0.2
105211;Lathyrus latifolius L., 1753;10/2.0.1.0.1
105214;Lathyrus linifolius (Reichard) Bässler, 1971;10/1.0.1
105230;Lathyrus niger (L.) Bernh., 1800;10/2.
137134;Lathyrus niger subsp. niger (L.) Bernh., 1800;10/2.
105232;Lathyrus nissolia L., 1753;13/3.0.2
613131;Lathyrus nissolia var. nissolia L., 1753;13/3.0.2
613541;Lathyrus nissolia var. glabrescens Freyn, 1877;13/3.0.2
611007;Lathyrus nudicaulis (Wilk.) Amo, 1861;12/1.1.1
611009;Lathyrus ochraceus Kitt., 1844;10/2.0.1.0.1
105236;Lathyrus ochrus (L.) DC., 1805;13/3.0.2.0.3
105237;Lathyrus odoratus L., 1753;13/3.0.2.0.3
105239;Lathyrus palustris L., 1753;05/3.0.5.0.1
137139;Lathyrus palustris subsp. palustris L., 1753;05/3.0.5.0.1
105241;Lathyrus pannonicus (Jacq.) Garcke, 1863;06/1.1.2.0.5.3
105247;Lathyrus pratensis L., 1753;10/2.0.2
105256;Lathyrus sativus L., 1753;13/3.0.2.0.3
105260;Lathyrus setifolius L., 1753;13/4.0.2
105261;Lathyrus sphaericus Retz., 1783;08/70.0.1
105266;Lathyrus sylvestris L., 1753;10/2.
105271;Lathyrus tingitanus L., 1753;13/4.0.2
105273;Lathyrus tuberosus L., 1753;10/2.0.1
105279;Lathyrus venetus (Mill.) Wohlf., 1892;10/6.0.2
105280;Lathyrus vernus (L.) Bernh., 1800;10/2.0.1
105284;Lathyrus vivantii P.Monts., 1981;05/1.0.1.0.4
107574;Medicago arabica (L.) Huds., 1762;13/3.0.2
107575;Medicago arborea L., 1753;15/6.
107588;Medicago ciliaris (L.) All., 1785;13/4.0.2
107595;Medicago coronata (L.) Bartal., 1776;08/71.0.2
107605;Medicago disciformis DC., 1813;08/71.0.2
107606;Medicago doliata Carmign., 1810;13/7.0.2.0.2
107629;Medicago hybrida (Pourr.) Trautv., 1841;09/3.2
107632;Medicago intertexta (L.) Mill., 1768;13/4.0.2
107635;Medicago italica (Mill.) Fiori, 1921;08/71.0.2
107639;Medicago laciniata (L.) Mill., 1768;08/71.0.2
137627;Medicago laciniata subsp. brevispina Arcang., 1882;08/71.0.2
107647;Medicago littoralis Rohde ex Loisel., 1810;08/5.
107649;Medicago lupulina L., 1753;09/3.2
148552;Medicago lupulina var. lupulina L., 1753;09/3.2
148553;Medicago lupulina var. willdenowiana W.D.J.Koch, 1835;09/3.2
107654;Medicago marina L., 1753;02/5.0.1.0.2
107658;Medicago minima (L.) L., 1754;08/71.
107662;Medicago monspeliaca (L.) Trautv., 1841;08/71.0.1
107665;Medicago murex Willd., 1802;08/70.0.1
137648;Medicago murex subsp. sphaerocarpos (Bertol.) I.Lesins & K.A.Lesins, 1979;08/70.0.1
718380;Medicago murex subsp. murex Willd., 1802;08/70.0.1
107669;Medicago muricoleptis Tineo, 1817;13/3.0.2.0.3
107677;Medicago orbicularis (L.) Bartal., 1776;13/4.0.3
148576;Medicago orbicularis var. orbicularis (L.) Bartal., 1776;13/4.0.3
107688;Medicago polyceratia (L.) Trautv., 1841;13/3.0.2.0.7
107689;Medicago polymorpha L., 1753;08/71.
107692;Medicago praecox DC., 1813;08/70.0.2
107706;Medicago rigidula (L.) All., 1785;13/3.0.2.0.3
107710;Medicago rugosa Desr., 1792;13/4.0.2
107711;Medicago sativa L., 1753;13/27.0.1.0.1
137673;Medicago sativa subsp. sativa L., 1753;13/27.0.1.0.1
137666;Medicago sativa subsp. falcata (L.) Arcang., 1882;09/3.
137668;Medicago sativa subsp. glomerata (Balb.) Rouy, 1899;13/31.0.2.0.1
107712;Medicago scutellata (L.) Mill., 1768;04/5.
107713;Medicago secundiflora Durieu, 1845;08/71.0.1
107717;Medicago soleirolii Duby, 1828;13/4.0.3.0.1
107725;Medicago suffruticosa Ramond ex DC., 1805;09/3.2.1.0.4
107728;Medicago tenoreana Ser., 1825;13/4.0.2
107739;Medicago truncatula Gaertn., 1791;13/4.0.2
107742;Medicago turbinata (L.) All., 1785;13/4.0.3.0.1
107886;Melilotus albus Medik., 1787;13/27.0.1.0.1
107887;Melilotus altissimus Thuill., 1799;05/2.0.2.0.1
107905;Melilotus elegans Salzm. ex Ser., 1825;13/4.0.2
107914;Melilotus indicus (L.) All., 1785;04/5.
107915;Melilotus infestus Guss., 1828;02/2.0.2.0.1
107917;Melilotus italicus (L.) Lam., 1779;13/4.0.3.0.1
107936;Melilotus messanensis (L.) All., 1785;02/2.0.2.0.1
107942;Melilotus officinalis (L.) Lam., 1779;13/27.0.1.0.1
107963;Melilotus segetalis Ser., 1825;04/5.0.1.0.1
107965;Melilotus spicatus (Sm.) Breistr., 1956;13/4.0.2
107967;Melilotus sulcatus Desf., 1799;13/4.0.3.0.1
107972;Melilotus wolgicus Poir., 1814;13/27.0.1.0.1
110103;Onobrychis aequidentata (Sm.) d'Urv., 1822;13/4.0.3.0.1
110108;Onobrychis arenaria (Kit. ex Willd.) DC., 1825;09/3.1.4.0.4
138166;Onobrychis arenaria subsp. arenaria (Kit. ex Willd.) DC., 1825;09/3.1.4.0.4
159746;Onobrychis argentea Boiss., 1840;09/10.0.1
110110;Onobrychis caput-galli (L.) Lam., 1779;08/71.0.2
110124;Onobrychis montana DC., 1805;09/20.
110126;Onobrychis pyrenaica (Sennen) Sennen ex Širj., 1925;09/20.
110129;Onobrychis saxatilis (L.) Lam., 1779;09/3.1.4.0.4
110134;Onobrychis supina (Chaix ex Vill.) DC., 1805;09/3.1.1.0.5
110139;Onobrychis viciifolia Scop., 1772;09/3.2.1.0.3.1
110162;Ononis aragonensis Asso, 1779;09/20.
110171;Ononis breviflora DC., 1825;13/4.0.3.0.1
110181;Ononis cristata Mill., 1768;09/3.1
110185;Ononis diffusa Ten., 1815;08/70.0.2
110190;Ononis fruticosa L., 1753;14/15.0.1.0.2
110205;Ononis minutissima L., 1753;09/3.1.1
110207;Ononis mitissima L., 1753;02/2.0.2.0.1
110211;Ononis natrix L., 1753;09/3.1
138189;Ononis natrix subsp. natrix L., 1753;09/3.1
110212;Ononis ornithopodioides L., 1753;08/71.0.1
110218;Ononis pubescens L., 1771;08/71.0.1.0.2
110221;Ononis pusilla L., 1759;09/3.1
110225;Ononis ramosissima Desf., 1799;08/16.0.1
110226;Ononis reclinata L., 1763;08/71.0.1
110230;Ononis rotundifolia L., 1753;09/3.1.1
110236;Ononis spinosa L., 1753;09/3.2.1.0.3
138213;Ononis spinosa subsp. spinosa L., 1753;09/3.2.1.0.3
138206;Ononis spinosa subsp. antiquorum (L.) Arcang., 1882;08/16.0.2
138212;Ononis spinosa subsp. procurrens (Wallr.) Briq., 1913;09/3.2.1.0.5
110237;Ononis striata Gouan, 1773;09/3.1.1
110239;Ononis variegata L., 1753;08/5.
110241;Ononis viscosa L., 1753;13/4.0.3.0.1
111974;Oxytropis campestris (L.) DC., 1802;09/20.
138506;Oxytropis campestris subsp. campestris (L.) DC., 1802;09/20.
111976;Oxytropis fetida (Vill.) DC., 1802;09/20.0.1.0.1
111977;Oxytropis foucaudii Gillot, 1895;11/7.0.1.0.2
111980;Oxytropis halleri Bunge ex W.D.J.Koch, 1844;11/7.0.1
111981;Oxytropis helvetica Scheele, 1843;11/7.0.1.0.1
111987;Oxytropis lapponica (Wahlenb.) J.Gay, 1827;11/7.
111992;Oxytropis neglecta Ten., 1831;11/7.0.1.0.2
111996;Oxytropis pilosa (L.) DC., 1802;09/3.1.4
717363;Oxytropis xerophila Gutermann, 2006;11/7.0.1
113778;Pisum sativum L., 1753;13/4.
138869;Pisum sativum subsp. sativum L., 1753;13/4.
138865;Pisum sativum subsp. biflorum (Raf.) Soldano, 1992;13/4.0.3.0.1
159942;Trifolium alexandrinum L., 1755;13/3.
127216;Trifolium alpestre L., 1763;10/2.0.1.0.8
127219;Trifolium alpinum L., 1753;09/1.0.2
127222;Trifolium angulatum Waldst. & Kit., 1802;08/71.0.1
127223;Trifolium angustifolium L., 1753;08/71.0.1
127226;Trifolium argutum Banks & Sol., 1794;08/71.
127230;Trifolium arvense L., 1753;08/70.0.1
141838;Trifolium arvense var. arvense L., 1753;08/70.0.1
152163;Trifolium arvense var. gracile (Thuill.) DC., 1805;08/70.
127233;Trifolium aureum Pollich, 1777;12/4.0.1.0.1
127237;Trifolium badium Schreb., 1804;12/1.1.3.0.3
608822;Trifolium bocconei Savi, 1808;08/70.0.1.1.3
127259;Trifolium campestre Schreb., 1804;08/71.
127266;Trifolium cernuum Brot., 1816;08/70.0.1
127269;Trifolium cherleri L., 1755;08/70.0.1.1.3
127291;Trifolium diffusum Ehrh., 1792;12/4.0.1.0.2
127294;Trifolium dubium Sibth., 1794;12/4.0.1.0.1
127295;Trifolium echinatum M.Bieb., 1808;08/71.
127314;Trifolium fragiferum L., 1753;12/1.2.1.2
127326;Trifolium glomeratum L., 1753;08/70.0.1.1
127333;Trifolium hirtum All., 1789;08/70.0.1
127337;Trifolium hybridum L., 1753;12/1.2.1.1.2
141860;Trifolium hybridum var. hybridum L., 1753;12/1.2.1.1.2
620954;Trifolium hybridum var. elegans (Savi) Boiss., 1872;12/1.2.1.1.2
127340;Trifolium incarnatum L., 1753;13/3.0.1.0.2
141861;Trifolium incarnatum var. incarnatum L., 1753;13/3.0.1.0.2
152182;Trifolium incarnatum var. molinerii (Balb. ex Hornem.) DC., 1815;08/71.
127342;Trifolium infamia-ponertii Greuter, 1976;08/71.
127349;Trifolium isthmocarpum Brot., 1816;02/2.0.2.0.1
127361;Trifolium lappaceum L., 1753;12/4.0.1.0.2
127362;Trifolium leucanthum M.Bieb., 1808;09/2.
127364;Trifolium ligusticum Balb. ex Loisel., 1807;08/70.0.1
127382;Trifolium medium L., 1759;10/2.0.2
141872;Trifolium medium subsp. medium L., 1759;10/2.0.2
127386;Trifolium michelianum Savi, 1798;12/4.0.1.0.2
127387;Trifolium micranthum Viv., 1824;08/70.0.1.1.3
127395;Trifolium montanum L., 1753;09/3.2.1.0.3
141876;Trifolium montanum subsp. montanum L., 1753;09/3.2.1.0.3
141875;Trifolium montanum subsp. gayanum (Godr.) O.Bolòs & Vigo, 1974;09/3.2.1.0.3
127402;Trifolium nigrescens Viv., 1808;08/70.0.1
141878;Trifolium nigrescens subsp. nigrescens Viv., 1808;08/70.0.1
127411;Trifolium occidentale Coombe, 1961;08/15.2.1.0.1
127412;Trifolium ochroleucon Huds., 1762;09/3.2.1.0.3
127416;Trifolium ornithopodioides L., 1753;08/70.0.1.1.3
127419;Trifolium pallescens Schreb., 1804;09/1.0.2
127421;Trifolium pallidum Waldst. & Kit., 1802;12/4.0.1.0.2
127423;Trifolium pannonicum Jacq., 1767;09/3.2.1.0.6
127429;Trifolium patens Schreb., 1804;12/4.0.1.0.2
127436;Trifolium phleoides Pourr. ex Willd., 1802;09/1.0.3.0.1
127439;Trifolium pratense L., 1753;12/1.
152218;Trifolium pratense var. pratense L., 1753;12/1.
152208;Trifolium pratense var. maritimum Zabel, 1859;02/8.0.1.0.2
152216;Trifolium pratense var. villosum DC., 1805;12/1.1.3.0.3
127451;Trifolium purpureum Loisel., 1807;13/4.0.2
127454;Trifolium repens L., 1753;12/1.1.3
152226;Trifolium repens var. repens L., 1753;12/1.1.3
152225;Trifolium repens var. pozzicola Briq., 1913;06/1.5.1.0.1
127457;Trifolium resupinatum L., 1753;12/4.0.1.0.2
141905;Trifolium resupinatum var. resupinatum L., 1753;12/4.0.1.0.2
152229;Trifolium resupinatum var. majus Boiss., 1872;12/4.0.1.0.2
127458;Trifolium retusum L., 1753;13/3.0.2
127463;Trifolium rubens L., 1753;10/2.0.1.0.8
127469;Trifolium saxatile All., 1773;12/4.0.1.0.5
127470;Trifolium scabrum L., 1753;08/71.
141911;Trifolium scabrum subsp. scabrum L., 1753;08/71.
141910;Trifolium scabrum subsp. lucanicum (Gasp. ex Guss.) Arcang., 1894;13/4.0.3.0.1
127482;Trifolium spadiceum L., 1755;04/5.0.1
127488;Trifolium spumosum L., 1753;13/4.0.2
160269;Trifolium squamosum L., 1759;12/4.0.1.0.2
127490;Trifolium squarrosum L., 1753;08/70.0.1
127491;Trifolium stellatum L., 1753;08/71.0.1
127495;Trifolium striatum L., 1753;08/70.0.1.1.1
127496;Trifolium strictum L., 1755;08/70.
127498;Trifolium subterraneum L., 1753;08/70.0.1
152247;Trifolium subterraneum var. subterraneum L., 1753;08/70.0.1
152244;Trifolium subterraneum var. flagelliforme Guss., 1854;08/70.0.1
127500;Trifolium suffocatum L., 1771;13/7.0.2.0.2
127501;Trifolium sylvaticum Gérard ex Loisel., 1809;08/70.0.1
127503;Trifolium thalii Vill., 1779;09/20.0.1.0.7
127506;Trifolium tomentosum L., 1753;08/70.0.1
127510;Trifolium uniflorum L., 1753;09/10.0.1.0.1
127514;Trifolium vesiculosum Savi, 1798;02/2.0.2.0.1
152250;Trifolium vesiculosum var. vesiculosum Savi, 1798;02/2.0.2.0.1
152249;Trifolium vesiculosum var. rumelicum Griseb., 1843;02/2.0.2.0.1
127555;Trigonella caerulea (L.) Ser., 1825;13/3.
127559;Trigonella esculenta Willd., 1809;13/4.0.3.0.1
127561;Trigonella foenum-graecum L., 1753;13/3.0.2.0.7
127563;Trigonella gladiata Steven ex M.Bieb., 1808;08/71.
129102;Vicia altissima Desf., 1799;15/6.0.1.0.4
717696;Vicia amphicarpa L., 1763;08/71.0.2
129109;Vicia angustifolia L., 1759;13/3.0.1.0.1
129115;Vicia argentea Lapeyr., 1813;08/20.0.2.0.4
129124;Vicia benghalensis L., 1753;13/4.0.3
129127;Vicia bithynica (L.) L., 1759;13/3.0.2
129137;Vicia cassubica L., 1753;10/2.0.2.0.1
129147;Vicia cracca L., 1753;10/2.
129150;Vicia cusnae Foggi & Ricceri, 1989;08/20.0.2.0.6
129152;Vicia dalmatica A.Kern., 1886;10/2.0.1.0.4
129153;Vicia dasycarpa Ten., 1829;13/3.0.2
129157;Vicia disperma DC., 1813;08/70.0.1
129159;Vicia dumetorum L., 1753;10/2.0.2.0.1
129165;Vicia elegantissima Shuttlew. ex Rouy, 1883;13/4.0.2
160965;Vicia eriocarpa (Hausskn.) Halácsy, 1900;13/3.0.1.0.2
129171;Vicia faba L., 1753;13/3.0.2
129180;Vicia glauca C.Presl, 1822;08/20.0.2
129186;Vicia grandiflora Scop., 1772;12/4.0.1.0.1
129195;Vicia hybrida L., 1753;13/3.0.2.0.3
129198;Vicia incana Gouan, 1764;10/1.0.1
129202;Vicia johannis Tamamsch., 1954;13/3.0.2
129203;Vicia laeta Ces., 1838;13/6.0.1.0.1
129207;Vicia lathyroides L., 1753;08/70.0.1
129211;Vicia lens (L.) Coss. & Germ., 1845;13/3.
129216;Vicia leucantha Biv., 1813;13/4.0.2
129225;Vicia lutea L., 1753;13/3.0.2
142212;Vicia lutea subsp. lutea L., 1753;13/3.0.2
129227;Vicia macrocarpa (Moris) Bertol., 1850;13/4.0.3.0.1
129233;Vicia melanops Sibth. & Sm., 1813;13/4.0.2
129242;Vicia monantha Retz., 1783;13/3.0.2.0.3
142216;Vicia monantha subsp. monantha Retz., 1783;13/3.0.2.0.3
718432;Vicia monantha subsp. calcarata (Desf.) Romero Zarco, 1999;13/3.0.2.0.3
129252;Vicia narbonensis L., 1753;13/3.0.2.0.3
129255;Vicia nigricans (M.Bieb.) Coss. & Germ., 1861;08/71.0.2
129260;Vicia onobrychioides L., 1753;10/2.0.1.0.1
129263;Vicia orobus DC., 1815;10/1.0.1.0.4
129265;Vicia pannonica Crantz, 1769;13/3.0.2
129271;Vicia peregrina L., 1753;08/71.0.2
129275;Vicia pisiformis L., 1753;10/2.0.1.0.8
129284;Vicia pseudocracca Bertol., 1810;13/4.0.2
129290;Vicia pyrenaica Pourr., 1788;09/20.0.1.0.6
129298;Vicia sativa L., 1753;12/4.0.1.0.1
129299;Vicia saxatilis (Vent.) Tropea, 1907;08/71.0.2
129302;Vicia segetalis Thuill., 1799;13/3.0.2
129305;Vicia sepium L., 1753;10/2.0.2
129307;Vicia serratifolia Jacq., 1778;13/3.0.2
129322;Vicia tenuifolia Roth, 1788;10/2.0.1.0.1
129340;Vicia villosa Roth, 1793;10/2.0.1
82965;Anthyllis barba-jovis L., 1753;14/7.
717086;Anthyllis circinnata (L.) D.D.Sokoloff, 2003;08/71.0.1.0.1
82972;Anthyllis cytisoides L., 1753;14/8.0.1.0.1
82979;Anthyllis hermanniae L., 1753;14/11.
82985;Anthyllis montana L., 1753;09/3.1.1
131465;Anthyllis montana subsp. montana L., 1753;09/3.1.1
82999;Anthyllis vulneraria L., 1753;09/3.
131493;Anthyllis vulneraria subsp. vulneraria L., 1753;09/3.
131467;Anthyllis vulneraria subsp. alpestris (Kit. ex Schult.) Asch. & Graebn., 1908;09/20.0.1.0.1
131475;Anthyllis vulneraria subsp. forondae (Sennen) Cullen, 1968;09/3.1.3.0.4
612396;Anthyllis vulneraria subsp. guyotii (Chodat) Grenon, 2007;09/20.
131489;Anthyllis vulneraria subsp. rubriflora Arcang., 1882;08/71.0.2
131494;Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894;09/20.
92515;Coronilla coronata L., 1759;10/2.0.1.0.1
160432;Coronilla cretica L., 1753;08/71.0.2
92521;Coronilla glauca L., 1755;09/10.0.1.0.1
92525;Coronilla juncea L., 1753;14/8.0.1.0.1
92527;Coronilla minima L., 1756;09/3.1
133436;Coronilla minima subsp. minima L., 1756;09/3.1
133435;Coronilla minima subsp. lotoides (W.D.J.Koch) Nyman, 1878;14/15.0.1.0.2
92536;Coronilla scorpioides (L.) W.D.J.Koch, 1837;08/71.0.1.0.2
92537;Coronilla securidaca L., 1753;13/3.0.2.0.7
92543;Coronilla vaginalis Lam., 1786;09/3.1.3.0.1.2
92544;Coronilla valentina L., 1753;14/8.0.1
92546;Coronilla varia L., 1753;10/2.0.1.0.1
95285;Dorycnopsis gerardi (L.) Boiss., 1840;09/10.0.1.0.1
102840;Hippocrepis biflora Spreng., 1815;08/71.0.1.0.2
102841;Hippocrepis ciliata Willd., 1808;08/71.0.1
102842;Hippocrepis comosa L., 1753;09/3.
102845;Hippocrepis emerus (L.) Lassen, 1989;15/1.0.1
136643;Hippocrepis emerus subsp. emerus (L.) Lassen, 1989;15/1.0.1
102851;Hippocrepis multisiliquosa L., 1753;08/71.0.1
102857;Hippocrepis scorpioides Benth., 1826;09/10.0.1
106634;Lotus angustissimus L., 1753;08/70.
106641;Lotus biflorus Desr., 1792;08/70.0.1.1
106645;Lotus castellanus Boiss. & Reut., 1849;08/70.0.1.1
106651;Lotus conimbricensis Brot., 1800;02/2.0.2.0.1
106653;Lotus corniculatus L., 1753;09/3.
137440;Lotus corniculatus subsp. corniculatus L., 1753;09/3.
137438;Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963;09/1.0.2
137441;Lotus corniculatus subsp. delortii (Timb.-Lagr. ex F.W.Schultz) Nyman, 1878;09/3.1.1.0.5
137447;Lotus corniculatus subsp. preslii (Ten.) P.Fourn., 1936;12/1.2.2.2.1
106656;Lotus creticus L., 1753;08/16.0.2.0.2
106657;Lotus cytisoides L., 1753;08/16.0.2
137461;Lotus cytisoides subsp. cytisoides L., 1753;08/16.0.2
106664;Lotus dorycnium L., 1753;14/8.0.1
106666;Lotus edulis L., 1753;08/71.
106670;Lotus glaber Mill., 1768;12/1.2.1.2
610901;Lotus herbaceus (Vill.) Jauzein, 2010;09/3.1.1
106677;Lotus hirsutus L., 1753;14/8.
106678;Lotus hispidus Desf. ex DC., 1805;08/70.0.1
106685;Lotus maritimus L., 1753;06/1.1.2.0.5
148436;Lotus maritimus var. maritimus L., 1753;06/1.1.2.0.5
148435;Lotus maritimus var. hirsutus (Willk.) Kerguélen, 1994;06/1.1.2.0.5
106694;Lotus ornithopodioides L., 1753;08/71.
106696;Lotus parviflorus Desf., 1799;08/70.0.1.1.3
106698;Lotus pedunculatus Cav., 1793;06/1.1.1.0.1
106708;Lotus rectus L., 1753;05/2.0.1.0.3
106720;Lotus tetragonolobus L., 1753;13/4.0.3
111406;Ornithopus compressus L., 1753;08/70.0.1.1.3
111431;Ornithopus x martinii Giraudias ex Rouy, 1899;08/70.0.1.1.3
111419;Ornithopus perpusillus L., 1753;08/70.0.1.2
111420;Ornithopus pinnatus (Mill.) Druce, 1907;08/70.0.1.1.3
111424;Ornithopus sativus Brot., 1804;08/70.0.1
138455;Ornithopus sativus subsp. sativus Brot., 1804;08/70.0.1
121929;Scorpiurus subvillosus L., 1753;08/71.0.1.0.2
121933;Scorpiurus vermiculatus L., 1753;13/3.0.2.0.3
127619;Tripodion tetraphyllum (L.) Fourr., 1868;13/3.0.2.0.7
86083;Bituminaria bituminosa (L.) C.H.Stirt., 1981;13/31.
100422;Glycine max (L.) Merr., 1917;13/27.
113075;Phaseolus vulgaris L., 1753;13/4.
117860;Robinia pseudoacacia L., 1753;18/11.
122993;Sesbania punicea (Cav.) Benth., 1859;15/6.
82350;Anagyris foetida L., 1753;15/6.0.1
114522;Polygala alpestris Rchb., 1823;09/20.
139037;Polygala alpestris subsp. alpestris Rchb., 1823;09/20.
114523;Polygala alpina (DC.) Steud., 1821;09/20.
114526;Polygala amarella Crantz, 1769;06/1.1.2.0.5
114539;Polygala calcarea F.W.Schultz, 1837;09/3.2.1.0.5
114545;Polygala comosa Schkuhr, 1796;09/3.2.1.0.3
114548;Polygala curtissii A.Gray, 1867;04/5.
114554;Polygala exilis DC., 1813;08/71.0.2
114569;Polygala monspeliaca L., 1753;08/71.0.1
114572;Polygala myrtifolia L., 1753;15/6.0.1.0.2
114573;Polygala nicaeensis Risso ex W.D.J.Koch, 1830;09/3.2
139054;Polygala nicaeensis subsp. nicaeensis Risso ex W.D.J.Koch, 1830;09/3.2
114579;Polygala pedemontana E.P.Perrier & B.Verl., 1863;09/3.1.3.0.1.2
114586;Polygala rupestris Pourr., 1788;09/10.0.1.0.1
114589;Polygala serpyllifolia Hose, 1797;09/1.0.1
114595;Polygala vulgaris L., 1753;09/3.2
139075;Polygala vulgaris subsp. vulgaris L., 1753;09/3.2
81563;Alnus alnobetula (Ehrh.) K.Koch, 1872;15/4.0.1.0.1
131226;Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872;15/4.0.1.0.1
131227;Alnus alnobetula subsp. suaveolens (Req.) Lambinon & Kerguélen, 1988;15/4.0.1.0.1
81567;Alnus cordata (Loisel.) Duby, 1828;18/1.0.5.0.2
81569;Alnus glutinosa (L.) Gaertn., 1790;18/1.0.5
81570;Alnus incana (L.) Moench, 1794;18/1.0.5.0.1
131230;Alnus incana subsp. incana (L.) Moench, 1794;18/1.0.5.0.1
81582;Alnus x badensis Láng ex Regel, 1864;18/1.0.5.0.1
85915;Betula x aurata Borkh., 1790;16/1.0.1.0.2
85916;Betula x fennica Dörfl., 1902;14/4.0.3
85918;Betula x intermedia (Hartm.) E.Thomas ex Gaudin, 1830;14/4.0.3
85897;Betula nana L., 1753;14/4.0.3
85903;Betula pendula Roth, 1788;16/1.0.1.0.2
85904;Betula pubescens Ehrh., 1791;16/1.0.1.0.3
89200;Carpinus betulus L., 1753;18/1.0.2
89205;Carpinus ostrya L., 1753;18/2.0.4
92606;Corylus avellana L., 1753;16/1.0.1.0.1
89308;Casuarina cunninghamiana Miq., 1848;20/24.
89304;Castanea sativa Mill., 1768;18/2.
97947;Fagus sylvatica L., 1753;18/1.
611406;Quercus cerris x Quercus petraea;18/2.0.4
116670;Quercus cerris L., 1753;18/2.0.4
116672;Quercus coccifera L., 1753;15/6.0.1
116677;Quercus crenata Lam., 1785;18/2.0.4
159802;Quercus faginea Lam., 1785;18/2.0.1
718399;Quercus faginea subsp. faginea Lam., 1785;18/2.0.1
116704;Quercus ilex L., 1753;19/1.
