CD_NOM;Nom scientifique;code_CATMINAT
125747;Taraxacum schroeterianum Hand.-Mazz., 1905;06/1.1.2
125750;Taraxacum sellandii Dahlst., 1925;13/27.0.1.0.1
125764;Taraxacum subericinum Hagend., Soest & Zevenb., 1973;12/1.2.1.1
717655;Taraxacum taeniatum G.E.Haglund, 1942;08/15.2.1.0.1
125770;Taraxacum tanyolobum Dahlst., 1933;13/26.0.1
125772;Taraxacum tenebricans (Dahlst.) Dahlst., 1910;13/27.0.1.0.1
125776;Taraxacum tortilobum Florstr., 1914;09/3.2.1.0.5.1
125780;Taraxacum trilobatum Palmgr., 1910;13/27.0.1.0.1
125782;Taraxacum udum Jord., 1852;06/1.1.2.0.5
125785;Taraxacum undulatum H.Lindb. & Markl., 1911;13/27.0.1.0.1
125788;Taraxacum vastisectum Markl. ex Puol., 1933;13/27.0.1.0.1
717660;Taraxacum venustum Dahlst., 1907;11/6.
125797;Taraxacum yvelinense Soest, 1975;12/1.1.3
717661;Taraxacum zevenbergenii Soest, 1971;12/1.2.1.1
126812;Tolpis barbata (L.) Gaertn., 1791;08/70.0.1.1
126821;Tolpis staticifolia (All.) Sch.Bip., 1861;08/20.0.2.0.6
126822;Tolpis umbellata Bertol., 1803;08/70.0.1.1
126823;Tolpis virgata Bertol., 1803;13/31.
126995;Tragopogon angustifolius Bellardi ex Willd., 1803;09/10.0.1.0.1
127002;Tragopogon crocifolius L., 1759;09/3.1.1.0.1
127005;Tragopogon dubius Scop., 1772;13/27.
127007;Tragopogon eriospermus Ten., 1823;10/6.0.3.0.4
127029;Tragopogon pratensis L., 1753;12/1.1.1.0.2
141821;Tragopogon pratensis subsp. pratensis L., 1753;12/1.1.1.0.2
141819;Tragopogon pratensis subsp. minor (Mill.) Hartm., 1846;13/27.0.1.0.1
141820;Tragopogon pratensis subsp. orientalis (L.) ?elak., 1871;12/1.1.1
128255;Urospermum dalechampii (L.) Scop. ex F.W.Schmidt, 1795;13/31.0.1.0.2
128256;Urospermum picroides (L.) Scop. ex F.W.Schmidt, 1795;13/4.0.3
130112;Willemetia stipitata (Jacq.) Dalla Torre, 1882;06/1.1
718434;Willemetia stipitata subsp. stipitata (Jacq.) Dalla Torre, 1882;06/1.1
611633;x Leontoroides kaiseri (Murr) B.Bock, 2012;09/1.0.2
87601;Campanula albicans (Buser) Engl., 1897;08/2.2.1.0.11
87602;Campanula alliariifolia Willd., 1798;10/2.0.2
87604;Campanula alpestris All., 1773;08/20.0.2.0.6
87607;Campanula barbata L., 1759;09/1.0.2.0.3
87609;Campanula baumgartenii Becker, 1827;10/1.0.1.0.2
87613;Campanula bononiensis L., 1753;10/2.0.1
87618;Campanula cenisia L., 1763;08/20.0.6.0.1
87620;Campanula cervicaria L., 1753;13/8.0.1.0.1
87622;Campanula cochleariifolia Lam., 1785;08/20.0.2
87636;Campanula erinus L., 1753;13/5.0.1.0.2
87647;Campanula fritschii Witasek, 1902;10/2.0.2.0.3
87652;Campanula glomerata L., 1753;09/3.2
87663;Campanula jaubertiana Timb.-Lagr., 1868;08/20.0.2.0.4
87666;Campanula latifolia L., 1753;05/2.0.3
87678;Campanula medium L., 1753;10/2.0.1.0.6
87690;Campanula patula L., 1753;12/1.1.1.0.2
87693;Campanula persicifolia L., 1753;10/2.0.1
87696;Campanula portenschlagiana Schult., 1819;07/2.
87697;Campanula poscharskyana Degen, 1908;07/2.
87699;Campanula precatoria Timb.-Lagr., 1873;08/20.0.2.0.4
87707;Campanula pyramidalis L., 1753;07/3.
87711;Campanula rapunculoides L., 1753;10/2.0.1
87712;Campanula rapunculus L., 1753;10/2.0.1
87716;Campanula rhomboidalis L., 1753;12/1.1.2.0.1.3
87720;Campanula rotundifolia L., 1753;08/15.1.2
132515;Campanula rotundifolia subsp. rotundifolia L., 1753;08/15.1.2
618976;Campanula rotundifolia subsp. hispanica (Willk.) O.Bolòs & Vigo, 1996;08/2.2.1.0.9
132509;Campanula rotundifolia subsp. macrorhiza (J.Gay ex A.DC.) Bonnier & Layens, 1894;08/1.0.3.0.1
87724;Campanula scheuchzeri Vill., 1779;09/1.0.2
612424;Campanula scheuchzeri subsp. lanceolata (Lapeyr.) J.-M.Tison, 2010;10/1.0.1.0.4
132522;Campanula scheuchzeri subsp. scheuchzeri Vill., 1779;09/1.0.2
87729;Campanula speciosa Pourr., 1788;08/20.0.2.0.4
87732;Campanula spicata L., 1753;10/2.0.1.0.6
87733;Campanula stenocodon Boiss. & Reut., 1856;09/1.0.2.0.5
87740;Campanula thyrsoides L., 1753;08/21.0.1.0.6
87742;Campanula trachelium L., 1753;10/2.0.1
132529;Campanula trachelium subsp. trachelium L., 1753;10/2.0.1
104014;Jasione crispa (Pourr.) Samp., 1921;11/5.0.1.0.3
136884;Jasione crispa subsp. crispa (Pourr.) Samp., 1921;11/5.0.1.0.3
136883;Jasione crispa subsp. arvernensis Tutin, 1973;09/1.0.2
104018;Jasione laevis Lam., 1779;09/1.0.2
104020;Jasione maritima (Duby) Dufour ex Merino, 1906;08/15.2.1.0.1
104022;Jasione montana L., 1753;08/15.1
105406;Legousia falcata (Ten.) Fritsch, 1907;08/71.0.2
105407;Legousia hybrida (L.) Delarbre, 1800;13/3.0.2
105410;Legousia speculum-veneris (L.) Chaix, 1785;13/3.0.2.0.1
113362;Phyteuma betonicifolium Vill., 1787;09/1.0.2.0.5
113367;Phyteuma charmelii Vill., 1787;08/2.2.1
113369;Phyteuma cordatum Balb., 1809;08/2.2.1.0.11
113376;Phyteuma gallicum Rich.Schulz, 1904;12/1.1.2.0.1
113378;Phyteuma globulariifolium Sternb. & Hoppe, 1818;11/5.0.1.0.1
138751;Phyteuma globulariifolium subsp. pedemontanum (Rich.Schulz) Bech., 1956;11/5.0.1.0.1
113381;Phyteuma hemisphaericum L., 1753;08/2.1.1
113411;Phyteuma x adulterinum Wallr., 1840;12/1.1.2.0.1
113413;Phyteuma x hegetschweileri Brügger, 1880;12/1.1.2.0.1
113386;Phyteuma michelii All., 1785;09/1.0.2.0.5
113388;Phyteuma nigrum F.W.Schmidt, 1793;12/1.1.2.0.1
113389;Phyteuma orbiculare L., 1753;09/3.2
138764;Phyteuma orbiculare subsp. orbiculare L., 1753;09/3.2
138765;Phyteuma orbiculare subsp. tenerum (Rich.Schulz) Braun-Blanq., 1933;09/3.2.1.0.5.2
113392;Phyteuma ovatum Honck., 1782;12/1.1.2.0.1
113397;Phyteuma pyrenaicum Rich.Schulz, 1904;12/1.1.2.0.1.1
113406;Phyteuma serratum Viv., 1825;08/2.1.1.0.7
113407;Phyteuma spicatum L., 1753;10/3.0.1
113410;Phyteuma villarsii Rich.Schulz, 1904;08/2.2.1.0.11
126930;Trachelium caeruleum L., 1753;07/3.0.1
141806;Trachelium caeruleum subsp. caeruleum L., 1753;07/3.0.1
130066;Wahlenbergia lobelioides (L.f.) Link, 1829;08/70.0.2.0.1
142479;Wahlenbergia lobelioides subsp. nutabunda (Guss.) Murb., 1897;08/70.0.2.0.1
106428;Lobelia dortmanna L., 1753;04/3.0.1.0.1
106435;Lobelia urens L., 1753;06/1.1.1.0.1.1
717556;Solenopsis corsica (Meikle) M.B.Crespo, Serra & Juan, 1998;04/5.0.2.0.4
124150;Solenopsis laurentia (L.) C.Presl, 1836;04/5.0.2.0.6
108345;Menyanthes trifoliata L., 1753;06/1.3
109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;03/2.0.1.0.1
80317;Aegonychon purpurocaeruleum (L.) Holub, 1973;10/2.
81286;Alkanna lutea Moris, 1845;08/70.0.2.0.1
81287;Alkanna matthioli Tausch, 1824;08/16.0.2.0.1
82194;Amsinckia lycopsoides (Lehm.) Lehm., 1831;13/4.0.1
618756;Anchusa azurea Mill., 1768;13/31.
82376;Anchusa crispa Viv., 1825;08/16.0.1.0.2
82390;Anchusa ochroleuca M.Bieb., 1808;13/27.0.1
82391;Anchusa officinalis L., 1753;13/27.0.1.0.1
82398;Anchusa procera Besser ex Link, 1821;13/27.0.1.0.1
82408;Anchusa undulata L., 1753;13/31.
84290;Asperugo procumbens L., 1753;13/4.0.3.0.1
86156;Borago officinalis L., 1753;13/4.0.1
86158;Borago pygmaea (Lam. ex DC.) Chater & Greuter, 1972;13/31.0.1.0.1
86890;Buglossoides arvensis (L.) I.M.Johnst., 1954;13/3.0.2.0.1
612420;Buglossoides arvensis subsp. arvensis (L.) I.M.Johnst., 1954;13/3.0.2.0.1
612421;Buglossoides arvensis subsp. sibthorpiana (Griseb.) R.Fern., 1971;08/71.0.2.0.2
610662;Buglossoides incrassata (Guss.) I.M.Johnst., 1954;08/71.0.2.0.2
90251;Cerinthe glabra Mill., 1768;13/2.0.1.0.4
133172;Cerinthe glabra subsp. glabra Mill., 1768;13/2.0.1.0.4
90258;Cerinthe major L., 1753;13/4.0.2
133180;Cerinthe major subsp. major L., 1753;13/4.0.2
90259;Cerinthe minor L., 1753;13/4.0.1.0.1
133182;Cerinthe minor subsp. minor L., 1753;13/4.0.1.0.1
133181;Cerinthe minor subsp. auriculata (Ten.) Rouy, 1927;13/4.0.1.0.1
90265;Cerinthe tenuiflora Bertol., 1836;04/2.0.2.0.1
93826;Cynoglossum cheirifolium L., 1753;13/31.
93828;Cynoglossum creticum Mill., 1768;13/31.0.1.0.2
93829;Cynoglossum dioscoridis Vill., 1779;13/1.0.1
93830;Cynoglossum germanicum Jacq., 1767;13/2.0.1.0.2
93840;Cynoglossum officinale L., 1753;13/27.0.1
93844;Cynoglossum pustulatum Boiss., 1838;13/31.0.1.0.2
95740;Echium arenarium Guss., 1826;08/70.0.2
95741;Echium asperrimum Lam., 1792;13/1.0.1
717166;Echium candicans L.f., 1782;13/1.0.1
95749;Echium creticum L., 1753;13/1.0.1
134018;Echium creticum subsp. creticum L., 1753;13/1.0.1
95758;Echium italicum L., 1753;13/31.0.2.0.1
134023;Echium italicum subsp. italicum L., 1753;13/31.0.2.0.1
95774;Echium plantagineum L., 1771;13/31.0.1.0.2
95786;Echium sabulicola Pomel, 1874;13/31.
134029;Echium sabulicola subsp. sabulicola Pomel, 1874;13/31.
95793;Echium vulgare L., 1753;13/27.0.1
613150;Echium vulgare var. vulgare L., 1753;13/27.0.1
613511;Echium vulgare var. pustulatum (Sm.) Coincy, 1900;13/31.0.1.0.2
96872;Eritrichium nanum (L.) Schrad. ex Gaudin, 1828;08/2.1.1.0.5
134231;Eritrichium nanum subsp. nanum (L.) Schrad. ex Gaudin, 1828;08/2.1.1.0.5
610595;Glandora prostrata (Loisel.) D.C.Thomas, 2008;14/6.0.1.0.1
612662;Glandora prostrata subsp. prostrata (Loisel.) D.C.Thomas, 2008;14/6.0.1.0.1
100702;Hackelia deflexa (Wahlenb.) Opiz, 1838;13/4.0.3.0.1
105010;Lappula squarrosa (Retz.) Dumort., 1827;13/4.0.3.0.1
106374;Lithodora fruticosa (L.) Griseb., 1844;14/8.0.1
106396;Lithospermum officinale L., 1753;10/2.
107027;Lycopsis arvensis L., 1753;13/3.0.1.0.2
107032;Lycopsis orientalis L., 1753;13/3.0.2.0.1
108987;Myosotis alpestris F.W.Schmidt, 1794;09/20.0.1.0.7
108996;Myosotis arvensis (L.) Hill, 1764;13/5.0.2
109001;Myosotis balbisiana Jord., 1852;08/70.0.1
109011;Myosotis congesta Shuttlew. ex Albert & Reyn., 1891;08/70.0.1
109013;Myosotis corsicana (Fiori) Grau, 1970;09/1.0.3
137906;Myosotis corsicana subsp. corsicana (Fiori) Grau, 1970;09/1.0.3
137907;Myosotis corsicana subsp. pyrenaeorum Blaise & Kerguélen, 1992;09/1.0.2
109015;Myosotis decumbens Host, 1827;05/1.0.1.0.1
137908;Myosotis decumbens subsp. decumbens Host, 1827;05/1.0.1.0.1
137909;Myosotis decumbens subsp. teresiana (Sennen) Grau, 1964;05/1.0.1.0.1
109019;Myosotis discolor Pers., 1797;08/70.0.1.2
109020;Myosotis dubia Arrond., 1869;08/70.0.1.2
109042;Myosotis laxa Lehm., 1818;04/6.0.2.0.1
137914;Myosotis laxa subsp. cespitosa (Schultz) Hyl. ex Nordh., 1940;04/6.0.2.0.1
717321;Myosotis martini Sennen, 1926;06/1.1.1.0.1.2
109053;Myosotis michaelae Št?pánková, 1994;06/1.1.2.0.5
109057;Myosotis minutiflora Boiss. & Reut., 1852;08/73.0.1.0.1
109068;Myosotis nemorosa Besser, 1821;06/1.1.1.0.1
109080;Myosotis pusilla Loisel., 1809;08/71.0.2
109084;Myosotis ramosissima Rochel, 1814;13/5.
137934;Myosotis ramosissima subsp. ramosissima Rochel, 1814;13/5.
137933;Myosotis ramosissima subsp. lebelii (Nyman) Blaise, 1969;08/70.0.2.0.1
161481;Myosotis rehsteineri (Hausm.) Wartm. ex Reut., 1856;04/3.0.2.0.1
109091;Myosotis scorpioides L., 1753;04/1.0.1
109092;Myosotis secunda A.Murray, 1836;04/3.0.1.0.2
109095;Myosotis sicula Guss., 1843;04/5.0.1.0.1
109096;Myosotis soleirolii (Nyman) Godr. ex Rouy, 1896;04/2.0.2.0.1
109099;Myosotis speluncicola (Boiss.) Rouy, 1881;13/5.0.1
109101;Myosotis stolonifera (J.Gay ex DC.) J.Gay ex Leresche & Levier, 1880;04/2.0.1.0.3
109102;Myosotis stricta Link ex Roem. & Schult., 1819;08/70.0.1.2
109104;Myosotis sylvatica Hoffm., 1791;13/2.0.2
109465;Neatostema apulum (L.) I.M.Johnst., 1953;08/71.0.1
109684;Nonea echioides (L.) Roem. & Schult., 1819;13/4.0.2
109688;Nonea pallens Petrovi?, 1885;13/4.0.2
109689;Nonea pulla (L.) DC., 1805;10/2.0.1.0.8
110072;Omphalodes verna Moench, 1794;10/3.0.1.0.2
110290;Onosma arenaria Waldst. & Kit., 1812;08/16.0.1.0.2
138235;Onosma arenaria subsp. pyramidata Braun-Blanq., 1917;08/16.0.1.0.2
110294;Onosma helvetica (A.DC.) Boiss., 1849;09/3.1.3.0.1.2
110296;Onosma pseudoarenaria Schur, 1859;09/3.1.4.0.4
138241;Onosma pseudoarenaria subsp. delphinensis (Braun-Blanq.) P.Fourn., 1937;09/3.1.4.0.4
110298;Onosma tricerosperma Lag., 1816;09/3.1.1.0.1
718254;Onosma tricerosperma subsp. atlantica (Braun-Blanq. ex Kerguélen) B.Bock & J.-M.Tison, 2012;09/3.1.3.0.3
138244;Onosma tricerosperma subsp. fastigiata (Braun-Blanq.) G.López, 1994;09/3.1.1.0.1
112669;Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey, 1949;10/3.0.1.0.2
116407;Pulmonaria affinis Jord., 1854;10/1.0.1.0.3
116436;Pulmonaria x ovalis Bastard, 1812;10/1.0.1.0.3
116416;Pulmonaria longifolia (Bastard) Boreau, 1857;10/1.0.1.0.3
139495;Pulmonaria longifolia subsp. longifolia (Bastard) Boreau, 1857;10/1.0.1.0.3
139493;Pulmonaria longifolia subsp. cevennensis Bolliger, 1982;10/1.0.1.0.4
139494;Pulmonaria longifolia subsp. delphinensis Bolliger, 1982;10/1.0.1.0.4
116418;Pulmonaria mollis Wulfen ex Hornem., 1813;10/2.0.1.0.8
139496;Pulmonaria mollis subsp. alpigena W.Sauer, 1974;10/2.0.1.0.8
116419;Pulmonaria montana Lej., 1811;10/3.0.1
139500;Pulmonaria montana subsp. montana Lej., 1811;10/3.0.1
139498;Pulmonaria montana subsp. jurana (Graber) W.Sauer, 1974;10/3.0.1
116421;Pulmonaria obscura Dumort., 1865;10/3.0.1.0.2
116422;Pulmonaria officinalis L., 1753;10/3.0.1
125341;Symphytum asperum Lepech., 1805;13/27.0.1
125343;Symphytum bulbosum K.F.Schimp., 1825;13/2.0.1.0.1
160311;Symphytum caucasicum M.Bieb., 1808;13/2.0.2
125355;Symphytum officinale L., 1753;05/2.
141499;Symphytum officinale subsp. officinale L., 1753;05/2.0.2.0.1
125356;Symphytum orientale L., 1753;05/2.0.2.0.1
125364;Symphytum tuberosum L., 1753;13/2.0.2
126945;Trachystemon orientalis (L.) D.Don ex G.Don, 1838;04/2.0.1
101133;Heliotropium amplexicaule Vahl, 1794;13/27.0.1.0.1
101135;Heliotropium arborescens L., 1759;14/16.
101141;Heliotropium curassavicum L., 1753;02/10.0.3.1.1
101144;Heliotropium europaeum L., 1753;13/4.0.3.0.1
101154;Heliotropium suaveolens M.Bieb., 1819;13/4.0.3.0.1
135271;Heliotropium suaveolens subsp. bocconei (Guss.) Brummitt, 1971;13/4.0.3.0.1
101155;Heliotropium supinum L., 1753;04/5.0.1.0.3
112915;Phacelia tanacetifolia Benth., 1837;13/4.
130089;Wigandia caracasana Kunth, 1819;15/6.
80347;Aethionema monospermum W.T.Aiton, 1812;08/20.0.2
80350;Aethionema saxatile (L.) W.T.Aiton, 1812;08/20.0.2
80351;Aethionema thomasianum J.Gay, 1845;08/20.0.2.0.6
81295;Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913;13/6.0.1.0.1
81875;Alyssoides utriculata (L.) Medik., 1789;08/2.2.1
81876;Alyssum alpestre L., 1767;08/20.0.2
81878;Alyssum alyssoides (L.) L., 1759;08/71.0.2
81896;Alyssum corsicum Duby, 1828;13/31.0.1.0.1
81897;Alyssum cuneifolium Ten., 1815;08/20.0.2
81914;Alyssum linifolium Stephan ex Willd., 1803;08/71.0.2
81915;Alyssum loiseleurii P.Fourn., 1936;08/15.2.1.0.2
81923;Alyssum montanum L., 1753;08/1.0.4
81926;Alyssum orophilum Jord. & Fourr., 1868;09/20.
81936;Alyssum robertianum Bernard, Godr. & Gren., 1848;09/1.0.3.0.2
81942;Alyssum scutigerum Durieu, 1849;08/71.0.2
81943;Alyssum serpyllifolium Desf., 1799;08/15.2.5.0.2
81944;Alyssum simplex Rudolphi, 1799;08/71.0.2
610746;Arabidopsis arenosa (L.) Lawalrée, 1960;08/20.
612664;Arabidopsis arenosa subsp. arenosa (L.) Lawalrée, 1960;08/20.0.1.0.4
612663;Arabidopsis arenosa subsp. borbasii (Zapa?.) O'Kane & Al-Shehbaz, 1997;08/21.0.1.0.3
717729;Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz, 1997;05/2.0.3.0.1
610747;Arabidopsis halleri (L.) O'Kane & Al-Shehbaz, 1997;08/15.2.6.0.2
612665;Arabidopsis halleri subsp. halleri (L.) O'Kane & Al-Shehbaz, 1997;08/15.2.6.0.2
83272;Arabidopsis thaliana (L.) Heynh., 1842;13/5.0.3.0.1
83276;Arabis allionii DC., 1805;09/20.0.1.0.1
83279;Arabis alpina L., 1753;08/20.0.5.0.2
83285;Arabis auriculata Lam., 1783;09/10.0.1.0.1
83286;Arabis bellidifolia Crantz, 1762;08/2.2.1.0.10
131534;Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet, 1983;08/2.2.1.0.10
83296;Arabis caerulea (All.) Haenke, 1789;11/6.0.2.0.1
83299;Arabis caucasica Willd. ex Schltdl., 1813;09/20.
83303;Arabis ciliata Clairv., 1811;09/20.
83306;Arabis collina Ten., 1815;08/1.0.3
131542;Arabis collina subsp. rosea (DC.) Minuto, 1992;08/1.0.3
718309;Arabis collina subsp. collina Ten., 1815;08/1.0.3
83332;Arabis hirsuta (L.) Scop., 1772;09/3.
83359;Arabis nova Vill., 1779;09/10.0.1.0.1
83375;Arabis planisiliqua (Pers.) Rchb., 1838;10/2.0.2.0.3
83398;Arabis sagittata (Bertol.) DC., 1815;09/3.2
83402;Arabis scabra All., 1773;08/2.2.1
608824;Arabis serpillifolia Vill., 1779;09/20.
83409;Arabis soyeri Reut. & A.L.P.Huet, 1853;04/2.0.2.0.3
131559;Arabis soyeri subsp. soyeri Reut. & A.L.P.Huet, 1853;04/2.0.2.0.3
131560;Arabis soyeri subsp. subcoriacea (Gren.) Breistr., 1947;04/2.0.2.0.3
83422;Arabis verna (L.) W.T.Aiton, 1812;13/5.0.1.0.2
83866;Armoracia rusticana G.Gaertn., B.Mey. & Scherb., 1800;13/2.0.1.0.3
85170;Aubrieta deltoidea (L.) DC., 1821;13/31.0.1.0.2
85186;Aurinia saxatilis (L.) Desv., 1815;09/3.1.3.0.10
131970;Aurinia saxatilis subsp. saxatilis (L.) Desv., 1815;09/3.1.3.0.10
85531;Barbarea bracteosa Guss., 1828;13/2.0.1.0.3
85536;Barbarea intermedia Boreau, 1840;05/2.0.2.0.1
85550;Barbarea rupicola Moris, 1827;08/2.1.1.0.7
85553;Barbarea stricta Andrz., 1821;05/2.0.2.0.1
85555;Barbarea verna (Mill.) Asch., 1864;13/2.0.1.0.3
85795;Berteroa incana (L.) DC., 1821;13/4.0.1.0.1
610739;Biscutella ambigua DC., 1811;09/10.0.1.0.1
86015;Biscutella apricorum Jord., 1864;09/2.
86017;Biscutella arvernensis Jord., 1864;08/20.0.1.0.3
86021;Biscutella brevicaulis Jord., 1864;08/20.0.2.0.6
86025;Biscutella cichoriifolia Loisel., 1810;09/3.1.1
86032;Biscutella didyma L., 1753;09/10.0.1.0.1
86034;Biscutella divionensis Jord., 1864;08/1.0.4.0.1
86038;Biscutella flexuosa Jord., 1864;08/20.0.1.0.3
86041;Biscutella guillonii Jord., 1864;09/3.1.3.0.3
86043;Biscutella intermedia Gouan, 1773;08/20.0.1.0.3
86045;Biscutella laevigata L., 1771;09/3.1
132153;Biscutella laevigata subsp. laevigata L., 1771;09/3.1
132159;Biscutella laevigata subsp. varia (Dumort.) Rouy & Foucaud, 1895;08/1.0.4
610738;Biscutella lima Rchb., 1832;09/10.0.1
162074;Biscutella minor Jord., 1864;08/20.0.2.0.6
86063;Biscutella rotgesii Foucaud, 1900;08/1.0.3.0.1
159566;Brassica barrelieri (L.) Janka, 1882;13/4.0.3.0.1
86358;Brassica elongata Ehrh., 1792;13/31.0.2.0.1
132195;Brassica elongata subsp. elongata Ehrh., 1792;13/26.0.1
86369;Brassica fruticulosa Cirillo, 1792;13/3.0.2.0.7
132197;Brassica fruticulosa subsp. fruticulosa Cirillo, 1792;13/3.0.2.0.7
86380;Brassica insularis Moris, 1837;08/6.0.6.0.3
86383;Brassica juncea (L.) Czern., 1859;04/6.0.1.0.1
86394;Brassica montana Pourr., 1788;08/21.0.1.0.2
86399;Brassica napus L., 1753;13/3.0.2
132199;Brassica napus var. napus L., 1753;13/3.0.2
144382;Brassica napus var. napobrassica (L.) Rchb., 1833;13/3.0.2
86400;Brassica nigra (L.) W.D.J.Koch, 1833;13/4.0.1.0.1
86406;Brassica oleracea L., 1753;13/27.0.3.0.1
132211;Brassica oleracea subsp. oleracea L., 1753;13/27.0.3.0.1
86416;Brassica procumbens (Poir.) O.E.Schulz, 1916;13/4.0.3.0.1
86423;Brassica rapa L., 1753;13/3.0.2
132217;Brassica rapa var. rapa L., 1753;13/3.0.2
144396;Brassica rapa var. oleifera DC., 1821;13/3.0.2
86429;Brassica repanda (Willd.) DC., 1821;08/21.0.1.0.1
132220;Brassica repanda subsp. galissieri (Giraudias) Heywood, 1964;08/21.0.1.0.1
132222;Brassica repanda subsp. saxatilis (DC.) Heywood, 1964;09/3.1.1
132221;Brassica repanda subsp. repanda (Willd.) DC., 1821;08/21.0.1.0.1
86448;Brassica tournefortii Gouan, 1773;13/4.0.3.0.1
86969;Bunias erucago L., 1753;13/3.0.2
86975;Bunias orientalis L., 1753;13/27.
87197;Cakile maritima Scop., 1772;02/1.
132371;Cakile maritima subsp. maritima Scop., 1772;02/1.0.1.0.3
132369;Cakile maritima subsp. integrifolia (Hornem.) Greuter & Burdet, 1986;02/1.0.1.0.2
87442;Calepina irregularis (Asso) Thell., 1905;13/5.0.2.0.1
87568;Camelina alyssum (Mill.) Thell., 1906;13/3.0.2.0.4
87577;Camelina microcarpa Andrz. ex DC., 1821;13/3.0.2
87581;Camelina rumelica Velen., 1888;13/4.0.2
87583;Camelina sativa (L.) Crantz, 1762;13/3.0.2
613143;Camelina sativa var. sativa (L.) Crantz, 1762;13/3.0.2
613479;Camelina sativa var. pilosa DC., 1824;13/3.0.2
87849;Capsella bursa-pastoris (L.) Medik., 1792;13/3.
87872;Capsella x gracilis Gren., 1858;13/5.0.1
87862;Capsella rubella Reut., 1854;13/5.0.1
87892;Cardamine amara L., 1753;04/2.
132549;Cardamine amara subsp. amara L., 1753;04/2.
612022;Cardamine amara subsp. pyrenaea Sennen, 1929;04/2.
87897;Cardamine asarifolia L., 1753;04/2.0.1
87905;Cardamine bulbifera (L.) Crantz, 1769;10/3.0.1.0.3
87906;Cardamine chelidonia L., 1753;10/6.0.2
87908;Cardamine crassifolia Pourr., 1788;04/2.0.1
87911;Cardamine dentata Schult., 1809;04/2.0.2.0.2
87915;Cardamine flexuosa With., 1796;04/2.0.2.0.2
87920;Cardamine graeca L., 1753;04/2.0.2.0.1
87925;Cardamine heptaphylla (Vill.) O.E.Schulz, 1903;10/3.0.1.0.3
87930;Cardamine hirsuta L., 1753;13/5.
87933;Cardamine impatiens L., 1753;10/3.0.1.0.3
88002;Cardamine x zahlbruckneriana O.E.Schulz, 1903;13/5.
87942;Cardamine matthioli Moretti, 1847;06/1.2.1.0.1
87957;Cardamine parviflora L., 1759;04/6.0.1.0.1
87961;Cardamine pentaphyllos (L.) Crantz, 1769;10/3.0.1.0.3
87963;Cardamine plumieri Vill., 1779;08/20.0.1
87964;Cardamine pratensis L., 1753;12/1.2.1.1
87969;Cardamine raphanifolia Pourr., 1788;04/2.0.1
87970;Cardamine resedifolia L., 1753;08/20.0.1
87980;Cardamine trifolia L., 1753;10/3.0.1.0.3
91924;Clypeola eriocarpa Cav., 1802;08/71.0.1
91930;Clypeola jonthlaspi L., 1753;08/71.0.1
92026;Cochlearia aestuaria (J.Lloyd) Heywood, 1964;02/7.0.3.0.2
92029;Cochlearia anglica L., 1759;02/7.0.2.0.1
92038;Cochlearia danica L., 1753;13/5.0.2.0.2
92052;Cochlearia officinalis L., 1753;02/8.0.1.0.1
92054;Cochlearia pyrenaica DC., 1821;04/2.0.2.0.3
92106;Coincya monensis (L.) Greuter & Burdet, 1983;13/27.0.1.0.1
133401;Coincya monensis subsp. cheiranthos (Vill.) Aedo, Leadlay & Muñoz Garm., 1993;13/27.0.1.0.1
92107;Coincya richeri (Vill.) Greuter & Burdet, 1983;08/20.0.1.0.1
92254;Conringia orientalis (L.) Dumort., 1827;13/3.0.2
92782;Crambe maritima L., 1753;02/6.0.1.0.2
94645;Descurainia sophia (L.) Webb ex Prantl, 1891;13/4.0.1.0.1
94646;Descurainia tanacetifolia (L.) Prantl, 1892;08/20.0.1
612458;Descurainia tanacetifolia subsp. tanacetifolia (L.) Prantl, 1892;08/20.0.1.0.1
612459;Descurainia tanacetifolia subsp. suffruticosa (H.J.Coste & Soulié) Jauzein, 2010;08/20.0.2.0.4
95108;Diplotaxis catholica (L.) DC., 1821;13/4.0.1.0.1
95111;Diplotaxis erucoides (L.) DC., 1821;13/3.0.2.0.7
133906;Diplotaxis erucoides subsp. erucoides (L.) DC., 1821;13/3.0.2.0.7
95142;Diplotaxis x wirtgenii Hausskn. ex Dosch & J.Scriba, 1888;13/3.0.2.0.6
95122;Diplotaxis muralis (L.) DC., 1821;13/3.0.2.0.6
133910;Diplotaxis muralis subsp. muralis (L.) DC., 1821;13/3.0.2.0.6
95136;Diplotaxis tenuifolia (L.) DC., 1821;13/26.0.1.0.2
95137;Diplotaxis tenuisiliqua Delile, 1847;13/3.0.2.0.3
95141;Diplotaxis viminea (L.) DC., 1821;13/4.0.3
95289;Draba aizoides L., 1767;09/20.
95312;Draba dubia Suter, 1807;08/2.1.1
95313;Draba fladnizensis Wulfen, 1779;08/20.0.6.0.1
95322;Draba hoppeana Rchb., 1828;08/20.0.6.0.1
95323;Draba incana L., 1753;11/7.
