CD_HAB_FIELD;CD_TYPO;LB_HAB_FIELD;FORMAT_HAB_FIELD;DESCRIPT_HAB_FIELD;ORDRE_HAB_FIELD;LENGTH_HAB_FIELD;LB_LABEL;DATE_CREA;DATE_MODIF
689;88;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;100;Intitulé du niveau;2017-05-22 00:00:00;2023-04-04 12:35:11
690;88;CD_HAB_SUP;NUMBER;"Code HabRef de l&#39;habitat parent (niveau n+1) du code HabRef présent dans le champ ""CD_HAB"".";11;8;Identifiant HabRef du parent;2017-05-22 00:00:00;2023-04-04 12:35:11
691;88;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2017-05-22 00:00:00;2023-04-04 12:35:11
783;4;LIEN_PDF;LINK;"Fiche de l&#39;habitat extraite du cahier d&#39;habitats en format pdf";42;100;Fiche du cahier d'habitats (format pdf);2018-03-21 17:58:22;2023-04-04 12:35:12
705;89;CD_HAB;NUMBER;"Identifiant unique de l&#39;habitat. Non supprimable, et non réutilisable.";1;8;Identifiant HabRef de l'unité;2017-05-22 00:00:00;2023-04-04 12:35:11
706;89;FG_VALIDITE;VARCHAR2;"Validité du nom de l&#39;habitat (nom de référence / synonyme).";2;20;Validité;2017-05-22 00:00:00;2023-04-04 12:35:11
707;89;CD_TYPO;NUMBER;Identifiant de la typologie.;3;8;Identifiant HabRef de la typologie;2017-05-22 00:00:00;2023-04-04 12:35:11
708;89;LB_CODE;VARCHAR2;"Codification hiérarchique , chaque niveau est séparé par un signe de ponctuation : "".""";4;50;Code Typologie de la végétation des Antilles;2017-05-22 00:00:00;2023-04-04 12:35:11
709;89;LB_HAB_FR;VARCHAR2;"Intitulé français de l&#39;unité typologique. Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné (en anglais dans la publication d&#39;origine).";5;500;Nom français;2017-05-22 00:00:00;2023-04-04 12:35:11
710;89;LB_HAB_FR_COMPLET;VARCHAR2;"Libellé français / latin avec auteur. Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné.";6;500;Nom complet;2017-05-22 00:00:00;2023-04-04 12:35:11
711;89;LB_HAB_EN;VARCHAR2;"Intitulé anglais de l&#39;unité typologique (repris tel que dans la publication d&#39;origine).";7;500;Nom anglais;2017-05-22 00:00:00;2023-04-04 12:35:11
712;89;LB_AUTEUR;VARCHAR2;"Auteurs. Champ présent pour un soucis d&#39;homogénéité des tables mais non rempli.";8;255;Auteurs;2017-05-22 00:00:00;2023-04-04 12:35:11
713;89;NIVEAU;NUMBER;"Niveau de l&#39;habitat correspondant à son nombre de chiffres, de 1 à 7 (le . marquant la décimale n&#39;est pas pris en compte).";9;8;Niveau;2017-05-22 00:00:00;2023-04-04 12:35:11
714;89;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;100;Intitulé du niveau;2017-05-22 00:00:00;2023-04-04 12:35:11
715;89;CD_HAB_SUP;NUMBER;"Code HabRef de l&#39;habitat parent (niveau n+1) du code HabRef présent dans le champ ""CD_HAB"".";11;8;Identifiant HabRef du parent;2017-05-22 00:00:00;2023-04-04 12:35:11
716;89;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2017-05-22 00:00:00;2023-04-04 12:35:11
300;28;LB_CODE;NUMBER;"Numéro de la classe ou de la fiche de synthèse présentant l&#39;association (uniquement pour les associations ""retenues"" et présentes ou à rechercher en France).";4;22;Code;2014-06-19 00:00:00;2023-04-04 12:35:11
718;89;LB_DESCRIPTION;VARCHAR2;Description des postes typologiques.;14;4000;Description des postes typologiques;2017-05-22 00:00:00;2023-04-04 12:35:11
754;90;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;;Intitulé du niveau;2017-05-22 18:32:06;2023-04-04 12:35:11
755;90;NIVEAU;NUMBER;"Niveau de l&#39;habitat.";9;;Niveau;2017-05-22 18:32:35;2023-04-04 12:35:11
756;90;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code. Champ présent pour un soucis d&#39;homogénéité des tables mais non rempli.";12;;Arborescence;2017-05-22 18:33:19;2023-04-04 12:35:11
784;91;CD_HAB;NUMBER;Identifiant unique du syntaxon. Non supprimable et non réutilisable.;1;8;Identifiant HabRef de l'unité;2019-03-18 00:00:00;2023-04-04 12:35:11
785;91;FG_VALIDITE;VARCHAR2;Validité du nom du syntaxon (nom de référence / synonyme).;2;20;Validité;2019-03-18 00:00:00;2023-04-04 12:35:11
786;91;CD_TYPO;NUMBER;Identifiant HabRef de la typologie.;3;8;Identifiant HabRef de la typologie;2019-03-18 00:00:00;2023-04-04 12:35:11
787;91;LB_CODE;VARCHAR2;Code du syntaxon.;4;50;Code du syntaxon;2019-03-18 00:00:00;2023-04-04 12:35:11
788;91;LB_HAB_FR;VARCHAR2;Nom latin du syntaxon.;5;500;Nom latin;2019-03-18 00:00:00;2023-04-04 12:35:11
789;91;LB_HAB_FR_COMPLET;VARCHAR2;Nom complet du syntaxon, résultant de la concaténation du nom latin et des auteurs.;6;500;Nom complet;2019-03-18 00:00:00;2023-04-04 12:35:11
791;91;LB_AUTEUR;VARCHAR2;Auteurs du syntaxon.;8;255;Auteurs du syntaxon;2019-03-18 00:00:00;2023-04-04 12:35:11
792;91;NIVEAU;NUMBER;Niveau du syntaxon dans la classification phytosociologique, codé de 1 à 7.;9;8;Niveau;2019-03-18 00:00:00;2023-04-04 12:35:11
793;91;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;100;Intitulé du niveau;2019-03-18 00:00:00;2023-04-04 12:35:11
794;91;CD_HAB_SUP;NUMBER;Identifiant HabRef du syntaxon parent.;11;8;Identifiant HabRef du parent;2019-03-18 00:00:00;2023-04-04 12:35:11
795;91;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2019-03-18 00:00:00;2023-04-04 12:35:11
796;91;FRANCE;VARCHAR2;Présence du syntaxon en France.;13;5;Présence en France;2019-03-18 00:00:00;2023-04-04 12:35:11
696;88;CODE_CB_ETEND_DOM;VARCHAR2;"Code CORINE-BIOTOPE étendu au DOM. Codification hiérarchique avec un chiffre (de 1 à 9) pour le domaine principal d&#39;habitats + un chiffre (de 1 à 9 ou, si plus, une lettre dans l&#39;ordre alphabétique) pour le sous-domaine majeur. Les unités typologiques inférieures sont chiffrées (de 1 à 9 ou, si plus, lettrées dans l&#39;ordre alphabétique). Les niveaux hiérarchiques sont présentés par bloc de deux avec un point séparateur entre blocs.";28;;Code CORINE Biotopes étendu DOM;2017-05-22 00:00:00;2023-04-04 12:35:11
697;88;VEGETATION;VARCHAR2;Description des types de végétations qui caractérisent les postes typologiques associée à des informations phytosociologiques.;15;;Végétation;2017-05-22 00:00:00;2023-04-04 12:35:11
699;88;CD_NATURALITE;VARCHAR2;"Le degré de naturalité précise le niveau de secondarisation de l&#39;habitat selon l&#39;échelle suivante très simplifiée : 1. habitat naturel à caractère primaire, non ou faiblement perturbé par les activités humaines, à composante exotique nulle à très réduite ; 2. habitat semi-naturel à caractère secondaire plus ou moins marqué, à composantes indigène et exotique mêlées ; 3. habitat artificialisé à caractère secondaire et souvent rudéral, à composante indigène nulle à très réduite.";20;;Code du degré de naturalité de l'habitat à Mayotte;2017-05-22 00:00:00;2023-04-04 12:35:11
703;88;FLORE_DIAGNOSTIQUE;VARCHAR2;"Plantes diagnostiques de l&#39;habitat. Il s&#39;agit de plantes qui, isolément ou en combinaison avec les autres espèces citées, caractérisent l&#39;habitat.";16;;Flore diagnostique de l'unité typologique;2017-05-22 00:00:00;2023-04-04 12:35:11
739;90;LB_HAB_FR;VARCHAR2;"Intitulé français de l&#39;habitat.";5;;Nom français;2017-05-22 18:05:55;2023-04-04 12:35:11
740;90;CORRES_CARTO;VARCHAR2;Correspondance avec la codification utilisée pour désigner les postes typologiques dans la légende de la Carte écologique de la Guadeloupe (Rousteau, 1996).;26;;Correspondance Carte écologique de la Guadeloupe;2017-05-22 18:06:32;2023-04-04 12:35:11
741;90;TERRITOIRE;VARCHAR2;Nom du territoire concerné par le poste typologique.;15;;Territoire;2017-05-22 00:00:00;2023-04-04 12:35:11
742;90;ETAGE;VARCHAR2;"Nom de l&#39;étage de végétation concerné par le poste typologique.";16;;Etage;2017-05-22 00:00:00;2023-04-04 12:35:11
778;88;LB_ENDEMICITE;VARCHAR2;"Type d&#39;endémicité de l&#39;habitat. L’échelle d’endémicité proposée concerne prioritairement l’endémicité stricte (Mayotte) et l’endémicité régionale (Comores). L’endémicité stricte pour Mayotte est codée « Ma ». L’endémicité régionale (présence au moins sur deux îles des Comores) est codée « C ». Une troisième échelle d&#39;endémicité a été ajoutée en complément des deux échelles précédentes. Elle concerne les taxons possédant une aire insulaire Ouest Océan Indien. Sa codification de base ""W"" est complétée par les combinaisons suivantes : - W2a : Comores et Madagascar ; - W2b : Comores et Seychelles. Dans quelques cas, en particulier pour des habitats insuffisamment étudiés, une endémicité potentielle ou douteuse est signalée par le symbole ""?"".";23;;Endémicité de l'habitat à Mayotte;2017-06-27 00:00:00;2023-04-04 12:35:11
797;91;LB_DESCRIPTION;VARCHAR2;Description;14;4000;;2019-03-18 00:00:00;2023-04-04 12:35:11
878;99;LB_HAB_FR_COMPLET;VARCHAR2;Nom et autorité du syntaxon.;6;500;Nom complet;2019-09-19 00:00:00;2023-04-04 12:35:11
879;99;LB_HAB_EN;VARCHAR2;"Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné.";7;500;Nom anglais;2019-09-19 00:00:00;2023-04-04 12:35:11
750;90;DUREE_SAISON_SECHE;VARCHAR2;Durée de la saison sèche des stations où sont observés les postes typologiques.;21;;Durée de la saison sèche;2017-05-22 18:25:34;2023-04-04 12:35:11
764;78;ORDRE_HABITAT;NUMBER;Clé de classement des postes typologiques.;21;;Ordre habitat;2017-06-01 00:00:00;2023-04-04 12:35:11
765;78;DIAG_ECOLO;VARCHAR2;Diagnostic écologique des postes typologiques.;15;;Diagnostic écologique;2017-06-01 00:00:00;2023-04-04 12:35:11
767;78;DIAG_FLORE;VARCHAR2;Flore diagnostique des postes typologiques.;17;;Diagnostic floristique;2017-06-01 00:00:00;2023-04-04 12:35:11
768;78;FLORE_COMPAGNE;VARCHAR2;Flore compagne des postes typologiques.;18;;Flore compagne;2017-06-01 00:00:00;2023-04-04 12:35:11
780;88;LB_NIVEAU_DETERM;VARCHAR2;"Ce champ s&#39;inscrit dans la phase de détermination patrimoniale (voir chapitre 5 [Boullet V., 2005b – Typologie des milieux naturels et des habitats terrestres et littoraux (supralittoral, médiolittoral pro parte) de Mayotte. In Rolland R. & Boullet V. (coords), 2005 – Mayotte Biodiversité et évaluation patrimoniale. Contribution à la mise en oeuvre de l&#39;inventaire ZNIEFF, pp 44‐67.]). Trois niveaux de priorité sont déterminants : Priorité 1  (habitats naturels ou quasi naturels qui sont : endémiques strics et exceptionnels à assez rares à Mayotte, ou endémiques régionaux et exceptionnels à très rares à Mayotte, ou présentant un taux de raréfaction supérieur ou égal à 50 %) ; priorité 2 (habitats naturels ou quasi naturels qui sont : endémiques stricts et assez communs à peu communs à Mayotte, ou endémiques régionaux et assez rares à rares à Mayotte, ou non endémiques ete très rares à exceptionnels à Mayotte, ou appartiennent aux catégories de menaces régionales UICN : EX, CR, EN et VU, ou les habitats semi-naturels exceptionnels et très rares à Mayotte ; priorité 3 (habitats naturels ou quasi naturels qui sont : endémiques strictes communs à très communs, endémiques régionaux assez peu communs à peu commun, non endémiques assez rares à rares, ou habitats semi-naturels qui sont endémiques strictes assez rares à rares, endémiques régionaux très rares à exceptionnels. Tous les autres habitats sont considérés comme non déterminants, cependant certains sont classés en priorité 4 s&#39;ils sont : des habitats naturels ou quasi naturels endémiques régionaux communs à très communs, ou non endémiques et assez communs à peu communs, ou des habitats semi-naturels endémiques stricts et peu communs à assez communs, ou endémiques régionaux et assez rares à rares, ou non endémiques et très rares à exceptionnels.";27;;Niveau de détermination patrimoniale de l'habitat;2017-06-27 00:00:00;2023-04-04 12:35:11
800;92;FG_VALIDITE;VARCHAR2;;2;20;;2019-04-16 15:02:32;2023-04-04 12:35:12
801;92;CD_TYPO;NUMBER;;3;8;;2019-04-16 15:02:33;2023-04-04 12:35:12
802;92;LB_CODE;VARCHAR2;;4;50;;2019-04-16 15:02:33;2023-04-04 12:35:12
803;92;LB_HAB_FR;VARCHAR2;"Intitulé de l&#39;habitat.";5;500;;2019-04-16 00:00:00;2023-04-04 12:35:12
804;92;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2019-04-16 00:00:00;2023-04-04 12:35:12
805;92;LB_HAB_EN;VARCHAR2;;7;500;;2019-04-16 00:00:00;2023-04-04 12:35:12
806;92;LB_AUTEUR;VARCHAR2;;8;255;;2019-04-16 00:00:00;2023-04-04 12:35:12
807;92;NIVEAU;NUMBER;;9;8;;2019-04-16 15:02:33;2023-04-04 12:35:12
809;92;CD_HAB_SUP;NUMBER;;11;8;;2019-04-16 15:02:33;2023-04-04 12:35:12
810;92;PATH_CD_HAB;VARCHAR2;;12;4000;;2019-04-16 15:02:33;2023-04-04 12:35:12
811;92;FRANCE;VARCHAR2;;13;5;;2019-04-16 15:02:33;2023-04-04 12:35:12
812;92;LB_DESCRIPTION;VARCHAR2;;14;4000;;2019-04-16 15:02:33;2023-04-04 12:35:12
841;95;CD_HAB;NUMBER;;1;8;;2019-04-18 11:18:36;2023-04-04 12:35:11
842;95;FG_VALIDITE;VARCHAR2;;2;20;;2019-04-18 11:18:37;2023-04-04 12:35:11
843;95;CD_TYPO;NUMBER;;3;8;;2019-04-18 11:18:37;2023-04-04 12:35:11
844;95;LB_CODE;VARCHAR2;;4;50;;2019-04-18 11:18:37;2023-04-04 12:35:11
845;95;LB_HAB_FR;VARCHAR2;;5;500;;2019-04-18 11:18:37;2023-04-04 12:35:11
846;95;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2019-04-18 11:18:37;2023-04-04 12:35:11
847;95;LB_HAB_EN;VARCHAR2;;7;500;;2019-04-18 11:18:37;2023-04-04 12:35:11
848;95;LB_AUTEUR;VARCHAR2;;8;255;;2019-04-18 11:18:37;2023-04-04 12:35:11
849;95;NIVEAU;NUMBER;;9;8;;2019-04-18 11:18:37;2023-04-04 12:35:11
850;95;LB_NIVEAU;VARCHAR2;;10;100;;2019-04-18 11:18:37;2023-04-04 12:35:11
851;95;CD_HAB_SUP;NUMBER;;11;8;;2019-04-18 11:18:37;2023-04-04 12:35:11
853;95;FRANCE;VARCHAR2;;13;5;;2019-04-18 11:18:37;2023-04-04 12:35:11
854;95;LB_DESCRIPTION;VARCHAR2;;14;4000;;2019-04-18 11:18:37;2023-04-04 12:35:11
873;99;CD_HAB;NUMBER;Identifiant unique du syntaxon. Non supprimable, et non réutilisable.;1;8;Identifiant HabRef de l'unité;2019-09-19 00:00:00;2023-04-04 12:35:11
874;99;FG_VALIDITE;VARCHAR2;Validité du nom de syntaxon (nom de référence / synonyme).;2;20;Validité;2019-09-19 00:00:00;2023-04-04 12:35:11
875;99;CD_TYPO;NUMBER;Identifiant de la typologie.;3;8;Identifiant HabRef de la typologie;2019-09-19 00:00:00;2023-04-04 12:35:11
876;99;LB_CODE;VARCHAR2;Codification hiérarchique des syntaxons.;4;50;Code Typologie des syntaxons;2019-09-19 00:00:00;2023-04-04 12:35:11
877;99;LB_HAB_FR;VARCHAR2;"Champ créé par souci d&#39;homogénéité avec les autres bases de données habitats, mais non renseigné.";5;500;Nom français;2019-09-19 00:00:00;2023-04-04 12:35:11
880;99;LB_AUTEUR;VARCHAR2;"Auteur(s). Champ présent pour un soucis d&#39;homogénité des tables mais non rempli.";8;255;Auteur(s);2019-09-19 00:00:00;2023-04-04 12:35:11
881;99;NIVEAU;NUMBER;Niveau du syntaxon.;9;8;Niveau;2019-09-19 00:00:00;2023-04-04 12:35:11
882;99;LB_NIVEAU;VARCHAR2;Intitulé du niveau.;10;100;Intitulé du niveau;2019-09-19 00:00:00;2023-04-04 12:35:11
883;99;CD_HAB_SUP;NUMBER;"Code HabRef du syntaxon parent (niveau n+1) du code HabRef présent dans le champ ""CD_HAB"".";11;8;Identifiant HabRef du parent;2019-09-19 00:00:00;2023-04-04 12:35:11
884;99;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2019-09-19 00:00:00;2023-04-04 12:35:11
885;99;FRANCE;VARCHAR2;Présence en FRANCE (Metropole + DOM TOM + COM).;13;5;Présence en France;2019-09-19 00:00:00;2023-04-04 12:35:11
886;99;LB_DESCRIPTION;VARCHAR2;Description des postes typologiques.;14;4000;Description des postes typologiques;2019-09-19 00:00:00;2023-04-04 12:35:11
888;97;FG_VALIDITE;VARCHAR2;"Validité du nom de l&#39;habitat (nom de référence / synonyme).";2;20;Validité;2019-09-19 00:00:00;2023-04-04 12:35:11
890;97;LB_CODE;VARCHAR2;"Codification hiérarchique de l&#39;unité typologique.";4;50;Code Typologie des habitats;2019-09-19 00:00:00;2023-04-04 12:35:11
891;97;LB_HAB_FR;VARCHAR2;"Intitulé de l&#39;habitat.";5;500;Nom français;2019-09-19 00:00:00;2023-04-04 12:35:11
894;97;LB_AUTEUR;VARCHAR2;"Auteur(s). Champ présent pour un soucis d&#39;homogénité des tables mais non rempli.";8;255;Auteur(s);2019-09-19 00:00:00;2023-04-04 12:35:11
898;97;PATH_CD_HAB;VARCHAR2;"Chemin de l&#39;arborescence pour atteindre ce code.";12;4000;Arborescence;2019-09-19 00:00:00;2023-04-04 12:35:11
1133;108;HYDRODYNAMISME;VARCHAR2;Hydrodynamisme (très faible, faible, modéré, fort, très fort);18;;Hydrodynamisme;2022-07-18 10:17:03;2023-04-04 12:35:11
1134;108;GEOMORPHOLOGIE;VARCHAR2;Géomorphologie;19;;Géomorphologie;2022-07-18 10:18:03;2023-04-04 12:35:11
1303;4;ATTENTION;VARCHAR2;"Notification particulière sur l&#39;unité d&#39;habitat";15;;Attention;2023-02-13 00:00:00;2023-04-04 12:35:12
1349;124;CD_HAB;NUMBER;;1;8;;2023-02-17 18:57:07;2023-03-20 11:56:51
1350;124;FG_VALIDITE;VARCHAR2;;2;20;;2023-02-17 18:57:07;2023-03-20 11:56:51
1351;124;CD_TYPO;NUMBER;;3;8;;2023-02-17 18:57:07;2023-03-20 11:56:51
1352;124;LB_CODE;VARCHAR2;;4;50;;2023-02-17 18:57:07;2023-03-20 11:56:52
1353;124;LB_HAB_FR;VARCHAR2;;5;500;;2023-02-17 18:57:07;2023-03-20 11:56:52
1354;124;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2023-02-17 18:57:07;2023-03-20 11:56:52
1355;124;LB_HAB_EN;VARCHAR2;;7;500;;2023-02-17 18:57:07;2023-03-20 11:56:52
1356;124;LB_AUTEUR;VARCHAR2;;8;255;;2023-02-17 18:57:07;2023-03-20 11:56:51
1357;124;NIVEAU;NUMBER;;9;8;;2023-02-17 18:57:07;2023-03-20 11:56:52
1358;124;LB_NIVEAU;VARCHAR2;;10;100;;2023-02-17 18:57:07;2023-03-20 11:56:52
1359;124;CD_HAB_SUP;NUMBER;;11;8;;2023-02-17 18:57:07;2023-03-20 11:56:51
1360;124;PATH_CD_HAB;VARCHAR2;;12;4000;;2023-02-17 18:57:07;2023-03-20 11:56:52
1361;124;FRANCE;VARCHAR2;;13;5;;2023-02-17 18:57:07;2023-03-20 11:56:51
1362;124;LB_DESCRIPTION;VARCHAR2;;14;4000;;2023-02-17 18:57:07;2023-03-20 11:56:52
1138;108;GRANDEUR;VARCHAR2;"Intervalle de grandeur approximatif de l&#39;habitat";23;;Ordre de grandeur;2022-07-18 10:27:54;2023-04-04 12:35:11
1139;108;STRUCTURATION;VARCHAR2;"Structuration 3D (""Habitabilité"") : Aspect de la surface / fréquence des anfractuosités / niveau de complexité du paysage ";24;;"Structuration 3D (""Habitabilité"")";2022-07-18 10:31:48;2023-04-04 12:35:11
1140;108;HAB_ASSO;VARCHAR2;Habitat(s) en contact;25;;Habitat en contact;2022-07-18 10:32:42;2023-04-04 12:35:11
1141;108;GEOGRAPHIE;;"Secteurs définis dans la zone des 0 à 50 m en fonction de l&#39;hydrodynamisme et de la nature du fond dominante (volcanique, biogène) : Caraïbe nord, Baie de Fort-de-France, Caraïbe sud, Méridional, Atlantique Sud, Septentrional.";26;;Secteurs;2022-07-18 10:34:49;2023-04-04 12:35:11
1232;117;CD_TYPO;NUMBER;;3;8;;2022-10-27 15:56:36;2023-03-20 11:56:51
1230;117;CD_HAB;NUMBER;;1;8;;2022-10-27 15:56:36;2023-03-20 11:56:51
1231;117;FG_VALIDITE;VARCHAR2;;2;20;;2022-10-27 15:56:36;2023-03-20 11:56:51
1233;117;LB_CODE;VARCHAR2;;4;50;;2022-10-27 15:56:36;2023-03-20 11:56:52
1234;117;LB_HAB_FR;VARCHAR2;;5;500;;2022-10-27 15:56:37;2023-03-20 11:56:52
1235;117;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2022-10-27 15:56:37;2023-03-20 11:56:52
1236;117;LB_HAB_EN;VARCHAR2;;7;500;;2022-10-27 15:56:37;2023-03-20 11:56:52
1237;117;LB_AUTEUR;VARCHAR2;;8;255;;2022-10-27 15:56:37;2023-03-20 11:56:51
1238;117;NIVEAU;NUMBER;;9;8;;2022-10-27 15:56:37;2023-03-20 11:56:52
1239;117;LB_NIVEAU;VARCHAR2;;10;100;;2022-10-27 15:56:37;2023-03-20 11:56:52
1240;117;CD_HAB_SUP;NUMBER;;11;8;;2022-10-27 15:56:37;2023-03-20 11:56:51
1241;117;PATH_CD_HAB;VARCHAR2;;12;4000;;2022-10-27 15:56:37;2023-03-20 11:56:52
1242;117;FRANCE;VARCHAR2;;13;5;;2022-10-27 15:56:37;2023-03-20 11:56:51
1243;117;LB_DESCRIPTION;VARCHAR2;;14;4000;;2022-10-27 15:56:37;2023-03-20 11:56:52
1306;121;CD_HAB;NUMBER;;1;8;;2023-02-13 14:29:16;2023-03-20 11:56:51
1307;121;FG_VALIDITE;VARCHAR2;;2;20;;2023-02-13 14:29:16;2023-03-20 11:56:51
1308;121;CD_TYPO;NUMBER;;3;8;;2023-02-13 14:29:16;2023-03-20 11:56:51
1309;121;LB_CODE;VARCHAR2;;4;50;;2023-02-13 14:29:16;2023-03-20 11:56:52
1310;121;LB_HAB_FR;VARCHAR2;;5;500;;2023-02-13 14:29:16;2023-03-20 11:56:52
1311;121;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2023-02-13 14:29:16;2023-03-20 11:56:52
1312;121;LB_HAB_EN;VARCHAR2;;7;500;;2023-02-13 14:29:16;2023-03-20 11:56:52
1313;121;LB_AUTEUR;VARCHAR2;;8;255;;2023-02-13 14:29:16;2023-03-20 11:56:51
1314;121;NIVEAU;NUMBER;;9;8;;2023-02-13 14:29:16;2023-03-20 11:56:52
1315;121;LB_NIVEAU;VARCHAR2;;10;100;;2023-02-13 14:29:16;2023-03-20 11:56:52
1316;121;CD_HAB_SUP;NUMBER;;11;8;;2023-02-13 14:29:16;2023-03-20 11:56:51
1317;121;PATH_CD_HAB;VARCHAR2;;12;4000;;2023-02-13 14:29:16;2023-03-20 11:56:52
1318;121;FRANCE;VARCHAR2;;13;5;;2023-02-13 14:29:16;2023-03-20 11:56:51
1319;121;LB_DESCRIPTION;VARCHAR2;;14;4000;;2023-02-13 14:29:16;2023-03-20 11:56:52
1150;107;ESPECES_DIAGN;VARCHAR2;"Espèces diagnostiques de l&#39;habitat au niveau européen. Les espèces diagnostiques sont des espèces dont les occurrences sont concentrées dans l&#39;habitat et qui sont absentes ou rares dans d&#39;autres habitats. En tant que telles, elles sont de bons indicateurs positifs de l&#39;habitat, mais elles n&#39;ont pas besoin d&#39;être présentes dans toutes les localités où se trouve l&#39;habitat. Ce champ n&#39;est renseigné que pour les habitats de niveau 3.";16;;Espèces diagnostiques;2022-10-25 00:00:00;2023-04-04 12:35:12
1151;107;ESPECES_CONST;VARCHAR2;"Espèces constantes de l&#39;habitat au niveau européen. Les espèces constantes sont des espèces qui sont fréquemment présentes dans l&#39;habitat, mais elles peuvent inclure des espèces généralistes qui sont également fréquentes dans d&#39;autres habitats. Les espèces constantes ont été définies comme celles dont la constance dans le type d&#39;habitat ciblé est d&#39;au moins 10 %. Ce champ n&#39;est renseigné que pour les habitats de niveau 3.";18;;Espèces constantes;2022-10-25 00:00:00;2023-04-04 12:35:12
1152;107;ESPECES_DOMIN;VARCHAR2;"Espèces dominantes de l&#39;habitat au niveau européen. Les espèces dominantes sont celles qui atteignent souvent un recouvrement élevé dans l&#39;habitat, déterminant ainsi sa physionomie. Les espèces dominantes ont été définies comme celles présentes avec un recouvrement supérieur à 25 % dans au moins 5 % des relevés de végétation classés dans le type d&#39;habitat ciblé. Ce champ n&#39;est renseigné que pour les habitats de niveau 3.";19;;Espèces dominantes;2022-10-25 00:00:00;2023-04-04 12:35:12
1061;107;FRANCE;VARCHAR2;"Présence en France de l&#39;habitat. TRUE = présence, FALSE = absence, ? = présence en France à confirmer.";13;5;Présence en France;2022-03-08 00:00:00;2023-04-04 12:35:12
1057;107;NIVEAU;NUMBER;"Niveau du code EUNIS correspondant à son nombre de chiffres/lettres, de 1 à 8 (le ""-"" marquant la décimale n&#39;est pas pris en compte).";9;8;Niveau;2022-03-08 00:00:00;2023-04-04 12:35:12
1053;107;LB_HAB_FR;VARCHAR2;"Intitulé en français de l&#39;habitat EUNIS (traduction non officielle).";5;500;Nom français de l'habitat;2022-03-08 00:00:00;2023-04-04 12:35:12
1131;108;SUBSTRAT;VARCHAR2;"Substrat(s) dominant(s) l&#39;habitat";16;;Substrat;2022-07-18 10:12:21;2023-04-04 12:35:11
1136;108;ESP_ASSO;VARCHAR2;Espèces les plus communes pouvant être trouvées dans l’habitat sans que leur présence soit nécessaire à son identification.;21;;Espèces associées;2022-07-18 10:23:04;2023-04-04 12:35:11
1218;116;CD_TYPO;NUMBER;;3;8;;2022-10-27 15:55:09;2023-03-20 11:56:51
1216;116;CD_HAB;NUMBER;;1;8;;2022-10-27 15:55:09;2023-03-20 11:56:51
1217;116;FG_VALIDITE;VARCHAR2;;2;20;;2022-10-27 15:55:09;2023-03-20 11:56:51
1219;116;LB_CODE;VARCHAR2;;4;50;;2022-10-27 15:55:09;2023-03-20 11:56:52
1220;116;LB_HAB_FR;VARCHAR2;;5;500;;2022-10-27 15:55:09;2023-03-20 11:56:52
1221;116;LB_HAB_FR_COMPLET;VARCHAR2;;6;500;;2022-10-27 15:55:09;2023-03-20 11:56:52
1222;116;LB_HAB_EN;VARCHAR2;;7;500;;2022-10-27 15:55:09;2023-03-20 11:56:52
1223;116;LB_AUTEUR;VARCHAR2;;8;255;;2022-10-27 15:55:09;2023-03-20 11:56:51
1224;116;NIVEAU;NUMBER;;9;8;;2022-10-27 15:55:09;2023-03-20 11:56:52
1225;116;LB_NIVEAU;VARCHAR2;;10;100;;2022-10-27 15:55:09;2023-03-20 11:56:52
1226;116;CD_HAB_SUP;NUMBER;;11;8;;2022-10-27 15:55:10;2023-03-20 11:56:51
1227;116;PATH_CD_HAB;VARCHAR2;;12;4000;;2022-10-27 15:55:10;2023-03-20 11:56:52
1228;116;FRANCE;VARCHAR2;;13;5;;2022-10-27 15:55:10;2023-03-20 11:56:51
1229;116;LB_DESCRIPTION;VARCHAR2;;14;4000;;2022-10-27 15:55:10;2023-03-20 11:56:52
1244;118;CD_HAB;NUMBER;;1;8;;2022-11-15 15:15:52;2023-03-20 11:56:51
1245;118;FG_VALIDITE;VARCHAR2;;2;20;;2022-11-15 15:15:52;2023-03-20 11:56:51
