CD_HAB,LB_CODE,LB_HAB_FR,LB_NOM,CD_NOM
26385,NA,Arabidetalia caeruleae,Potentilla brauneana,115425
26385,NA,Arabidetalia caeruleae,Sedum atratum,122124
26385,NA,Arabidetalia caeruleae,Saxifraga androsacea,120973
26385,NA,Arabidetalia caeruleae,Saxifraga oppositifolia,121132
26386,NA,Salicetalia herbaceae,Leucanthemopsis alpina,105765
26386,NA,Salicetalia herbaceae,Cardamine alpina,87891
26386,NA,Salicetalia herbaceae,Arenaria biflora,83546
26386,NA,Salicetalia herbaceae,Euphrasia minima,97772
26386,NA,Salicetalia herbaceae,Epilobium anagallidifolium,96134
26386,NA,Salicetalia herbaceae,Carex curvula,88453
26386,NA,Salicetalia herbaceae,Carex curvula subsp. curvula,132672
26386,NA,Salicetalia herbaceae,Nardus stricta,109366
26386,NA,Salicetalia herbaceae,Agrostis rupestris,80729
26386,NA,Salicetalia herbaceae,Poa supina,114398
26386,NA,Salicetalia herbaceae,Sibbaldia procumbens,123176
26386,NA,Salicetalia herbaceae,Sedum alpestre,122107
26387,NA,Salicetalia auritae,Alnus glutinosa,81569
26387,NA,Salicetalia auritae,Salix aurita,119952
26388,NA,Rubetalia plicati,Lonicera periclymenum,106581
26388,NA,Rubetalia plicati,Lonicera periclymenum subsp. periclymenum,137432
26389,NA,Centrantho rubri-Parietarion judaicae,Hyoseris radiata,103205
26389,NA,Centrantho rubri-Parietarion judaicae,Reichardia picroides,117426
26389,NA,Centrantho rubri-Parietarion judaicae,Sonchus tenerrimus,124278
26389,NA,Centrantho rubri-Parietarion judaicae,Antirrhinum majus,83058
26389,NA,Centrantho rubri-Parietarion judaicae,Antirrhinum majus subsp. majus,131499
26389,NA,Centrantho rubri-Parietarion judaicae,Asplenium ceterach,84472
26389,NA,Centrantho rubri-Parietarion judaicae,Ficus carica,98653
26389,NA,Centrantho rubri-Parietarion judaicae,Sedum dasyphyllum,122150
26389,NA,Centrantho rubri-Parietarion judaicae,Umbilicus rupestris,128215
26390,NA,Asplenio billotii-Cymbalarion muralis,Asplenium obovatum,84511
26390,NA,Asplenio billotii-Cymbalarion muralis,Asplenium obovatum subsp. billotii,131829
26390,NA,Asplenio billotii-Cymbalarion muralis,Umbilicus rupestris,128215
26391,NA,Brassicion oleraceae,Jacobaea maritima,610643
26391,NA,Brassicion oleraceae,Jacobaea maritima subsp. maritima,612653
26391,NA,Brassicion oleraceae,Brassica oleracea,86406
26391,NA,Brassicion oleraceae,Matthiola incana,107495
26391,NA,Brassicion oleraceae,Matthiola incana subsp. incana,137593
26391,NA,Brassicion oleraceae,Raphanus raphanistrum,117353
26391,NA,Brassicion oleraceae,Raphanus raphanistrum subsp. landra,139838
26391,NA,Brassicion oleraceae,Euphorbia segetalis,97659
26391,NA,Brassicion oleraceae,Euphorbia segetalis subsp. portlandica,134410
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Poa compressa,114160
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Asplenium ruta-muraria,84521
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Asplenium ruta-muraria subsp. ruta-muraria,131840
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Chelidonium majus,90669
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Chelidonium majus subsp. majus,718331
26392,NA,Cymbalario muralis-Asplenion rutae-murariae,Sedum album,122106
26395,NA,Osmundo regalis-Myricion gale,Myrica gale,109130
26395,NA,Osmundo regalis-Myricion gale,Salix atrocinerea,119948
26397,NA,Frangulo alni-Pyrion cordatae,Hedera helix,100787
26397,NA,Frangulo alni-Pyrion cordatae,Calluna vulgaris,87501
26397,NA,Frangulo alni-Pyrion cordatae,Ulex europaeus,128114
26397,NA,Frangulo alni-Pyrion cordatae,Ulex europaeus subsp. europaeus,142020
26397,NA,Frangulo alni-Pyrion cordatae,Pteridium aquilinum,116265
26397,NA,Frangulo alni-Pyrion cordatae,Rubus ulmifolius,119373
26398,NA,Lonicero periclymeni-Rubion sylvatici,Fagus sylvatica,97947
26398,NA,Lonicero periclymeni-Rubion sylvatici,Epilobium angustifolium,96136
26398,NA,Lonicero periclymeni-Rubion sylvatici,Epilobium angustifolium subsp. angustifolium,134108
26398,NA,Lonicero periclymeni-Rubion sylvatici,Avenella flexuosa,85418
26398,NA,Lonicero periclymeni-Rubion sylvatici,Avenella flexuosa subsp. flexuosa,718314
26398,NA,Lonicero periclymeni-Rubion sylvatici,Sorbus aucuparia,124308
26398,NA,Lonicero periclymeni-Rubion sylvatici,Sorbus aucuparia subsp. aucuparia,141317
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus bertramii,118975
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus idaeus,119149
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus integribasis,119159
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus nessensis,119235
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus plicatus,119269
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus pyramidalis,119294
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus sprengelii,119345
26398,NA,Lonicero periclymeni-Rubion sylvatici,Rubus vigorosus,119384
26399,F28b-17,Rubetum sylvatici,Lonicera periclymenum,106581
26399,F28b-17,Rubetum sylvatici,Lonicera periclymenum subsp. periclymenum,137432
26399,F28b-17,Rubetum sylvatici,Betula pendula,85903
26399,F28b-17,Rubetum sylvatici,Populus tremula,115156
26399,F28b-17,Rubetum sylvatici,Frangula alnus,98887
26399,F28b-17,Rubetum sylvatici,Frangula alnus subsp. alnus,788967
26399,F28b-17,Rubetum sylvatici,Sorbus aucuparia,124308
26399,F28b-17,Rubetum sylvatici,Sorbus aucuparia subsp. aucuparia,141317
26399,F28b-17,Rubetum sylvatici,Rubus gratus,119118
26399,F28b-17,Rubetum sylvatici,Rubus idaeus,119149
26399,F28b-17,Rubetum sylvatici,Rubus plicatus,119269
26399,F28b-17,Rubetum sylvatici,Rubus pyramidalis,119294
26399,F28b-17,Rubetum sylvatici,Rubus sprengelii,119345
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Carpinus betulus,89200
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Corylus avellana,92606
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Frangula alnus,98887
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Frangula alnus subsp. alnus,788967
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Sorbus aucuparia,124308
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Sorbus aucuparia subsp. aucuparia,141317
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Rubus idaeus,119149
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Rubus idaeus subsp. idaeus,718404
26401,F28b-18,Sorbo aucupariae-Franguletum alni,Rubus nessensis,119235
26402,F28b-19,Rubetum pedemontani,Betula pendula,85903
26402,F28b-19,Rubetum pedemontani,Epilobium angustifolium,96136
26402,F28b-19,Rubetum pedemontani,Epilobium angustifolium subsp. angustifolium,134108
26402,F28b-19,Rubetum pedemontani,Frangula alnus,98887
26402,F28b-19,Rubetum pedemontani,Frangula alnus subsp. alnus,788967
26402,F28b-19,Rubetum pedemontani,Sorbus aucuparia,124308
26402,F28b-19,Rubetum pedemontani,Sorbus aucuparia subsp. aucuparia,141317
26402,F28b-19,Rubetum pedemontani,Rubus idaeus,119149
26402,F28b-19,Rubetum pedemontani,Rubus idaeus subsp. idaeus,718404
26402,F28b-19,Rubetum pedemontani,Rubus nessensis,119235
26402,F28b-19,Rubetum pedemontani,Rubus plicatus,119269
26403,F28b-20,Rubetum nessensi-integribasis,Sambucus racemosa,120720
26403,F28b-20,Rubetum nessensi-integribasis,Sambucus racemosa subsp. racemosa,140539
26403,F28b-20,Rubetum nessensi-integribasis,Cytisus scoparius,94164
26403,F28b-20,Rubetum nessensi-integribasis,Cytisus scoparius subsp. scoparius,133646
26403,F28b-20,Rubetum nessensi-integribasis,Salix caprea,119977
26403,F28b-20,Rubetum nessensi-integribasis,Pteridium aquilinum,116265
26403,F28b-20,Rubetum nessensi-integribasis,Frangula alnus,98887
26403,F28b-20,Rubetum nessensi-integribasis,Frangula alnus subsp. alnus,788967
26403,F28b-20,Rubetum nessensi-integribasis,Rubus bertramii,118975
26403,F28b-20,Rubetum nessensi-integribasis,Rubus bifrons,118977
26403,F28b-20,Rubetum nessensi-integribasis,Rubus idaeus,119149
26403,F28b-20,Rubetum nessensi-integribasis,Rubus idaeus subsp. idaeus,718404
26403,F28b-20,Rubetum nessensi-integribasis,Rubus indutus,717484
26403,F28b-20,Rubetum nessensi-integribasis,Rubus integribasis,119159
26403,F28b-20,Rubetum nessensi-integribasis,Rubus nessensis,119235
26403,F28b-20,Rubetum nessensi-integribasis,Rubus pyramidalis,119294
26404,F28b-21,Frangulo alni-Rubetum plicati,Frangula alnus,98887
26404,F28b-21,Frangulo alni-Rubetum plicati,Frangula alnus subsp. alnus,788967
26404,F28b-21,Frangulo alni-Rubetum plicati,Sorbus aucuparia,124308
26404,F28b-21,Frangulo alni-Rubetum plicati,Sorbus aucuparia subsp. aucuparia,141317
26404,F28b-21,Frangulo alni-Rubetum plicati,Rubus plicatus,119269
26405,F49-01,Capparietum rupestris,Sonchus tenerrimus,124278
26405,F49-01,Capparietum rupestris,Capparis spinosa,87811
26405,F49-01,Capparietum rupestris,Parietaria judaica,112410
26405,F49-01,Capparietum rupestris,Umbilicus rupestris,128215
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Sonchus tenerrimus,124278
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Trachelium caeruleum,126930
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Trachelium caeruleum subsp. caeruleum,141806
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Centranthus ruber,89888
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Centranthus ruber subsp. ruber,133061
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Cymbalaria muralis,93763
26406,F49-02,Cymbalario muralis-Trachelietum caerulei,Parietaria judaica,112410
26407,F49-03,Oxalido corniculatae-Parietarietum judaicae,Asplenium ceterach,84472
26407,F49-03,Oxalido corniculatae-Parietarietum judaicae,Parietaria judaica,112410
26407,F49-03,Oxalido corniculatae-Parietarietum judaicae,Sedum dasyphyllum,122150
26407,F49-03,Oxalido corniculatae-Parietarietum judaicae,Umbilicus rupestris,128215
26408,F49-04,Hyoscyami albi-Parietarietum judaicae,Sonchus tenerrimus,124278
26408,F49-04,Hyoscyami albi-Parietarietum judaicae,Parietaria judaica,112410
26408,F49-04,Hyoscyami albi-Parietarietum judaicae,Hyoscyamus albus,103178
26409,F49-05,Centranthetum rubri,Sonchus tenerrimus,124278
26409,F49-05,Centranthetum rubri,Centranthus ruber,89888
26409,F49-05,Centranthetum rubri,Centranthus ruber subsp. ruber,133061
26409,F49-05,Centranthetum rubri,Parietaria judaica,112410
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Cymbalaria muralis,93763
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Asplenium scolopendrium,84524
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Asplenium trichomanes,84534
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Asplenium trichomanes subsp. quadrivalens,131859
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Polypodium cambricum,114942
26410,F49-06,Cymbalario muralis-Phyllitidetum scolopendrii,Parietaria judaica,112410
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Cymbalaria muralis,93763
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Poa nemoralis,114297
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Poa nemoralis subsp. nemoralis,138998
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Asplenium ceterach,84472
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Asplenium trichomanes,84534
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Parietaria judaica,112410
26413,F49-07,Poo nemoralis-Cymbalarietum muralis,Sedum dasyphyllum,122150
26414,F49-08,Asplenio billotii-Cymbalarietum muralis,Cymbalaria muralis,93763
26414,F49-08,Asplenio billotii-Cymbalarietum muralis,Asplenium obovatum,84511
26414,F49-08,Asplenio billotii-Cymbalarietum muralis,Asplenium obovatum subsp. billotii,131829
26415,F49-09,Polypodio interjecti-Erigerontetum karvinskiani,Erigeron karvinskianus,96775
26415,F49-09,Polypodio interjecti-Erigerontetum karvinskiani,Cymbalaria muralis,93763
26415,F49-09,Polypodio interjecti-Erigerontetum karvinskiani,Asplenium obovatum,84511
26415,F49-09,Polypodio interjecti-Erigerontetum karvinskiani,Asplenium obovatum subsp. billotii,131829
26415,F49-09,Polypodio interjecti-Erigerontetum karvinskiani,Polypodium interjectum,114972
26416,F49-10,Euphorbio portlandicae-Matthioletum incanae,Matthiola incana,107495
26416,F49-10,Euphorbio portlandicae-Matthioletum incanae,Matthiola incana subsp. incana,137593
26416,F49-10,Euphorbio portlandicae-Matthioletum incanae,Euphorbia segetalis,97659
26416,F49-10,Euphorbio portlandicae-Matthioletum incanae,Euphorbia segetalis subsp. portlandica,134410
26417,F49-11,Euphorbio portlandicae-Cheiranthetum cheiri,Erysimum cheiri,97185
26417,F49-11,Euphorbio portlandicae-Cheiranthetum cheiri,Euphorbia segetalis,97659
26417,F49-11,Euphorbio portlandicae-Cheiranthetum cheiri,Euphorbia segetalis subsp. portlandica,134410
26418,F49-12,Spergulario rupicolae-Parietarietum judaicae,Jasione montana,104022
26418,F49-12,Spergulario rupicolae-Parietarietum judaicae,Spergularia rupicola,124580
26418,F49-12,Spergulario rupicolae-Parietarietum judaicae,Parietaria judaica,112410
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Crithmum maritimum,93190
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Jacobaea maritima,610643
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Jacobaea maritima subsp. maritima,612653
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Asplenium obovatum,84511
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Asplenium obovatum subsp. billotii,131829
26419,F49-13,Parietario judaicae-Senecionetum cinerariae,Parietaria judaica,112410
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Crithmum maritimum,93190
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Centranthus ruber,89888
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Centranthus ruber subsp. ruber,133061
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Euphorbia segetalis,97659
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Euphorbia segetalis subsp. portlandica,134410
26420,F49-14,Crithmo maritimi-Centranthetum rubri,Parietaria judaica,112410
26421,F49-15,Beto maritimae-Parietarietum judaicae,Cochlearia danica,92038
26421,F49-15,Beto maritimae-Parietarietum judaicae,Beta vulgaris,85820
26421,F49-15,Beto maritimae-Parietarietum judaicae,Beta vulgaris subsp. maritima,132119
26421,F49-15,Beto maritimae-Parietarietum judaicae,Parietaria judaica,112410
26422,F49-16,Adianto capilli-veneris-Parietarietum judaicae,Cymbalaria muralis,93763
26422,F49-16,Adianto capilli-veneris-Parietarietum judaicae,Adiantum capillus-veneris,447951
26422,F49-16,Adianto capilli-veneris-Parietarietum judaicae,Parietaria judaica,112410
26423,F49-17,Linario muralis-Erigerontetum mucronati,Erigeron karvinskianus,96775
26423,F49-17,Linario muralis-Erigerontetum mucronati,Cymbalaria muralis,93763
26423,F49-17,Linario muralis-Erigerontetum mucronati,Parietaria judaica,112410
26424,F49-18,Linario cymbalariae-Soleirolietum soleirolii,Cymbalaria muralis,93763
26424,F49-18,Linario cymbalariae-Soleirolietum soleirolii,Soleirolia soleirolii,124147
26425,F49-19,Parietario judaicae-Chelidonietum majoris,Chelidonium majus,90669
26425,F49-19,Parietario judaicae-Chelidonietum majoris,Chelidonium majus subsp. majus,718331
26425,F49-19,Parietario judaicae-Chelidonietum majoris,Parietaria judaica,112410
26425,F49-19,Parietario judaicae-Chelidonietum majoris,Urtica dioica,128268
26425,F49-19,Parietario judaicae-Chelidonietum majoris,Urtica dioica subsp. dioica,142037
26426,F49-20,Parietario judaicae-Dianthetum caryophylli,Dianthus caryophyllus,94717
26426,F49-20,Parietario judaicae-Dianthetum caryophylli,Centranthus ruber,89888
26426,F49-20,Parietario judaicae-Dianthetum caryophylli,Centranthus ruber subsp. ruber,133061
26426,F49-20,Parietario judaicae-Dianthetum caryophylli,Cymbalaria muralis,93763
26426,F49-20,Parietario judaicae-Dianthetum caryophylli,Parietaria judaica,112410
26427,F49-21,Corydalidetum luteae,Tanacetum parthenium,125469
26427,F49-21,Corydalidetum luteae,Tanacetum parthenium var. praealtum,621339
26427,F49-21,Corydalidetum luteae,Asplenium ruta-muraria,84521
26427,F49-21,Corydalidetum luteae,Asplenium ruta-muraria subsp. ruta-muraria,131840
26427,F49-21,Corydalidetum luteae,Chelidonium majus,90669
26427,F49-21,Corydalidetum luteae,Chelidonium majus subsp. majus,718331
26427,F49-21,Corydalidetum luteae,Pseudofumaria alba,116197
26427,F49-21,Corydalidetum luteae,Pseudofumaria lutea,116198
26428,F49-22,Cheirantho cheiri-Parietarietum judaicae,Erysimum cheiri,97185
26428,F49-22,Cheirantho cheiri-Parietarietum judaicae,Cymbalaria muralis,93763
26428,F49-22,Cheirantho cheiri-Parietarietum judaicae,Parietaria judaica,112410
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Cymbalaria muralis,93763
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Poa compressa,114160
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Asplenium ceterach,84472
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Asplenium ruta-muraria,84521
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Asplenium ruta-muraria subsp. ruta-muraria,131840
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Asplenium trichomanes,84534
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Asplenium trichomanes subsp. quadrivalens,131859
26429,F49-23,Linario cymbalariae-Parietarietum ramiflorae,Parietaria judaica,112410
26432,F49-24,Cymbalarietum muralis,Cymbalaria muralis,93763
26432,F49-24,Cymbalarietum muralis,Poa compressa,114160
26432,F49-24,Cymbalarietum muralis,Asplenium ruta-muraria,84521
26432,F49-24,Cymbalarietum muralis,Asplenium ruta-muraria subsp. ruta-muraria,131840
26432,F49-24,Cymbalarietum muralis,Asplenium trichomanes,84534
26432,F49-24,Cymbalarietum muralis,Asplenium trichomanes subsp. quadrivalens,131859
26432,F49-24,Cymbalarietum muralis,Chelidonium majus,90669
26432,F49-24,Cymbalarietum muralis,Chelidonium majus subsp. majus,718331
26433,F61-01,Salicetum retuso-reticulatae,Bellidiastrum michelii,85720
26433,F61-01,Salicetum retuso-reticulatae,Homogyne alpina,102925
26433,F61-01,Salicetum retuso-reticulatae,Pedicularis verticillata,112604
26433,F61-01,Salicetum retuso-reticulatae,Bartsia alpina,85602
26433,F61-01,Salicetum retuso-reticulatae,Veronica aphylla,128797
26433,F61-01,Salicetum retuso-reticulatae,Salix reticulata,120193
26433,F61-01,Salicetum retuso-reticulatae,Salix retusa,120195
26433,F61-01,Salicetum retuso-reticulatae,Carex capillaris,88412
26433,F61-01,Salicetum retuso-reticulatae,Carex parviflora,88756
26433,F61-01,Salicetum retuso-reticulatae,Ranunculus alpestris,116917
26433,F61-01,Salicetum retuso-reticulatae,Dryas octopetala,95461
26433,F61-01,Salicetum retuso-reticulatae,Saxifraga aizoides,120965
26433,F61-01,Salicetum retuso-reticulatae,Saxifraga androsacea,120973
26433,F61-01,Salicetum retuso-reticulatae,Selaginella selaginoides,122308
26434,F61-02,Arabidetum caeruleae,Arabis caerulea,83296
26434,F61-02,Arabidetum caeruleae,Sagina saginoides,119827
26434,F61-02,Arabidetum caeruleae,Veronica alpina,128789
26434,F61-02,Arabidetum caeruleae,Veronica aphylla,128797
26434,F61-02,Arabidetum caeruleae,Salix herbacea,120057
26434,F61-02,Arabidetum caeruleae,Carex parviflora,88756
26434,F61-02,Arabidetum caeruleae,Poa alpina,114105
26434,F61-02,Arabidetum caeruleae,Ranunculus alpestris,116917
26434,F61-02,Arabidetum caeruleae,Potentilla brauneana,115425
26434,F61-02,Arabidetum caeruleae,Sedum atratum,122124
26434,F61-02,Arabidetum caeruleae,Saxifraga androsacea,120973
